Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
excludsion_190801,phenx_liver_function_assay,,descriptive,Persons will be excluded from this component if they:    *Report that they have hemophilia; or     *Report that they have received cancer         chemotherapy in the last 4 weeks.,,PX0190801,,,,,,,,,,
pxt190801_hemophilia,phenx_liver_function_assay,,radio,Do you have hemophilia?,"1 , Yes|2 , No|7 , Refused|9 , Don't Know",PX0190801,,,,,,,,,,
pxt190801_chemotherapy,phenx_liver_function_assay,,radio,Have you received cancer chemotherapy in the past four weeks or do you anticipate such therapy in the next four weeks?,"1 , Yes|2 , No|7 , Refused|9 , Don't Know",PX0190801,,,,,,,,,,
pxt190801_exclusion_criteria,phenx_liver_function_assay,,radio,Please mark reason for exclusion,"UNDEFINED_CODE,Hemophilia|UNDEFINED_CODE_1,Received cancer chemotherapy in the last 4 weeks|UNDEFINED_CODE_2,None - proceed with Blood draw.",PX0190801,,,,,,,,,,
venip_proc_liver,phenx_liver_function_assay,,descriptive,"Venipuncture Procedures: Please review chapter 4 of the Laboratory Procedures Manual from the National Health and Nutrition Examination Survey 2007-2008 for a full description of phlebotomy procedures: 2007-2008 NHANES laboratory procedures manual .Venipuncture should generally be performed using the median cubital, cephalic, or basilic veins in the left arm unless this arm is unsuitable. If the veins in the left arm are unsuitable, look for suitable veins on the right arm. If the veins in the antecubital space on both arms are not suitable, then look for veins in the forearm or dorsal side of the hand on the left arm/hand and then the right arm/hand. Note from the Gastrointestinal Working Group: Blood should be collected in an appropriate 5- or 10-mL red-top tube.",,PX0190801,,,,,,,,,,
pxt190801_blood_draw_done,phenx_liver_function_assay,,radio,Was blood drawn?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No - Record reason below",PX0190801,,,,,,,,,,
pxt190801_blood_draw_sample,phenx_liver_function_assay,,radio,Was full amount obtained?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No - Record reason below",PX0190801,,,,,,,,,,
pxt190801_blood_draw_comments,phenx_liver_function_assay,,text,"Record any comments about the blood draw, including any reasons for the tube not being drawn according to the protocol.",,PX0190801,,,,,,,,,,
pxt190801_sample_comments,phenx_liver_function_assay,,text,Record comments to describe the sample during processing:,,PX0190801,,,,,,,,,,
alanine_aminotransferase_assay_type,phenx_liver_function_assay,,text,Record the type of assay used to perform the determination of alanine aminotransferase:,,PX0190801,,,,,,,,,,
equipment_make_alanine_aminotransferase_assay,phenx_liver_function_assay,,text,Make of the equipment used to perform the determination of alanine aminotransferase.,,PX0190801,,,,,,,,,,
equipment_manufacturer_alanine_aminotransferase_assay,phenx_liver_function_assay,,text,Manufacturer of the equipment used to perform the determination of alanine aminotransferase.,,PX0190801,,,,,,,,,,
repeatability_alanine_aminotransferase_assay,phenx_liver_function_assay,,text,Repeatability of the assay for tissue alanine aminotransferase,,percentage | | PX0190801,,,,,,,,,,
coefficient_of_variation_alanine_aminotransferase,phenx_liver_function_assay,,text,Coefficient of variation for the assay for tissue transglutaminase antibody,,PX0190801,,,,,,,,,,
results_of_alanine_aminotransferase_assay,phenx_liver_function_assay,,text,Results of alanine aminotransferase assay:,,IU/L | | PX0190801,,,,,,,,,,
aspartate_aminotransferase_assay_type,phenx_liver_function_assay,,text,Record the type of assay used to perform the determination of aspartate aminotransferase:,,PX0190801,,,,,,,,,,
equipment_aspartate_aminotransferase_assay,phenx_liver_function_assay,,text,Make of the equipment used to perform the determination of aspartate aminotransferase:,,PX0190801,,,,,,,,,,
equipment_manufacturer_aspartate_aminotransferase_assay,phenx_liver_function_assay,,text,Manufacturer of the equipment used to perform the determination of aspartate aminotransferase:,,PX0190801,,,,,,,,,,
repeatability_of_aspartate_aminotransferase_assay,phenx_liver_function_assay,,text,Repeatability of the aspartate aminotransferase assay:,,PX0190801,,,,,,,,,,
coefficient_variation_aspartate_aminotransferase_assay,phenx_liver_function_assay,,text,Coefficient of variation for the aspartate aminotransferase assay:,,PX0190801,,,,,,,,,,
results_of_aspartate_aminotransferase_assay,phenx_liver_function_assay,,text,Results of aspartate aminotransferase assay:,,IU/L | | PX0190801,,,,,,,,,,
alkaline_phosphatase_assay_type,phenx_liver_function_assay,,text,Record the type of assay used to perform the determination of alkaline phosphatase:,,PX0190801,,,,,,,,,,
equipment_make_alkaline_phosphatase_assay,phenx_liver_function_assay,,text,Make of the equipment used to perform the determination of alkaline phosphatase:,,PX0190801,,,,,,,,,,
equipment_manufacturer_alkaline_phosphatase_assay,phenx_liver_function_assay,,text,Manufacturer of the equipment used to perform the determination of alkaline phosphatase:,,PX0190801,,,,,,,,,,
repeatability_of_alkaline_phosphatase_assay,phenx_liver_function_assay,,text,Repeatability of the alkaline phosphatase assay:,,PX0190801,,,,,,,,,,
coefficient_variation_alkaline_phosphatase_assay,phenx_liver_function_assay,,text,Coefficient of variation for the alkaline phosphatase assay:,,PX0190801,,,,,,,,,,
results_of_alkaline_phosphatase_assay,phenx_liver_function_assay,,text,Results of alkaline phosphatase assay:,,IU/L | | PX0190801,,,,,,,,,,
bilirubin_assay_type,phenx_liver_function_assay,,text,Record the type of assay used to perform the determination of bilirubin:,,PX0190801,,,,,,,,,,
equipment_manufacturer_bilirubin_assay,phenx_liver_function_assay,,text,Manufacturer of the equipment used to perform the determination of bilirubin:,,PX0190801,,,,,,,,,,
equipment_make_bilirubin_assay,phenx_liver_function_assay,,text,Make of the equipment used to perform the determination of bilirubin:,,PX0190801,,,,,,,,,,
repeatability_of_the_bilirubin_assay,phenx_liver_function_assay,,text,Repeatability of the bilirubin assay:,,PX0190801,,,,,,,,,,
coefficient_of_variation_bilirubin_assay,phenx_liver_function_assay,,text,Coefficient of variation for the bilirubin assay:,,PX0190801,,,,,,,,,,
