Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
inst1_560201,phenx_comprehensive_hiv_risk_assessment,SEXUAL BEHAVIORS,descriptive,"I'm going to ask you some questions about having sex. Please remember your answers will be kept private. GIVE RESPONDENT FLASHCARD H. 1 NOTE: The ashcards are located at the bottom of the questions. For these questions, ""having sex"" means oral, vaginal, or anal sex. Oral sex means mouth on the vagina or penis; vaginal sex means penis in the vagina; and anal sex means penis in the anus (butt). I need to ask you all the questions, even if some may not apply to your situation.Interviewer: Use your discretion in using slang terms for the following sexual behavior questions.",,PX0560201,,,,,,,,,,
inst2_560201,phenx_comprehensive_hiv_risk_assessment,,descriptive,FOR MALE RESPONDENT ONLY Female Sex Partners (Male respondent) HET = Heterosexual; MSM = Men who have Sex with Men; IDU = Injection Drug Use;SX = Sexual Behavior; ID = Injection Drug; ND = Non-injection drug; HT = HIV Testing,,PX0560201,,,,,,,,,,
codes_560201,phenx_comprehensive_hiv_risk_assessment,,descriptive,"Note, the answers codes are: (1)  No; (2) Yes (7); Refused to answer (9) Don't know'",,PX0560201,,,,,,,,,,
sex_with_woman_ever,phenx_comprehensive_hiv_risk_assessment,,radio,SX-1. Have you ever had vaginal or anal sex with a woman?,"1, No | 2, Yes | 7, Refused to answer | 9, Don't know",PX0560201,,,,,,,,,,
inst4_560201,phenx_comprehensive_hiv_risk_assessment,,descriptive,"If SX-1 in (0, 7, 9), skip to question SX-26.",,PX0560201,,,,,,,,,,
sex_with_woman_age_firsttime,phenx_comprehensive_hiv_risk_assessment,,text,"SX-2. How old were you the first time you had vaginal or anal sex with a woman?[77 = Refused, 99 = Don't know, 88 = Not Applicable] ",,PX0560201,number,,,,,,,,,
inst6_560201,phenx_comprehensive_hiv_risk_assessment,,descriptive,"If SX-2 = 88, skip to CONF13a.",,PX0560201,,,,,,,,,,
het_sex_confirmation,phenx_comprehensive_hiv_risk_assessment,CONF13a. Het sex confirmation--male participants,radio,"Interviewer, you have indicated that the participant has never had vaginal or anal sex with a woman. Is this correct?","0, No | 1, Yes",PX0560201,,,,,,,,,,
past_year_number_women_partners,phenx_comprehensive_hiv_risk_assessment,,text,"SX-3. In the past 12 months, that is, since <interview month> of last year, with how many different women have you had oral, vaginal, or anal sex? [Refused = 7777, Don't know = 9999] ",,PX0560201,number,,,,,,,,,
desc1_560201,phenx_comprehensive_hiv_risk_assessment,,descriptive,"NHBS-MSM & NHBS-IDU Skip Pattern for # of Female Sex Partners: If SX-3 = 1: Ask SX-4a. (RT column); If SX-3 > 1: Ask SX-4. (LT column);If SX-3 = 0, 7777, 9999: GO to Say Box before SX-26.  NHBS-HET Skip Pattern for # of Female Sex Partners: If SX-3 = 1: Ask SX-4a. (RT column); If SX-3 > 1: Ask SX-4. (LT column); If SX-3 = 0, 7777, 9999: GO to CONF13b.",,PX0560201,,,,,,,,,,
