Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
premorbidadjustment_interview_date,phenx_premorbid_adjustment_in_psychosis,,text,Date of Interview (ddmmyyyy):,,PX660801,date_mdy,,,,,,,,,
premorbidadjustment_birth_date,phenx_premorbid_adjustment_in_psychosis,,text,Date of birth (ddmmyyyy):,,PX660801,date_mdy,,,,,,,,,
premorbidadjustment_onset_date,phenx_premorbid_adjustment_in_psychosis,,text,Date of first onset of psychotic symptoms (ddmmyyyy):,,PX660801,date_mdy,,,,,,,,,
premorbidadjustment_hospitalization_date,phenx_premorbid_adjustment_in_psychosis,,text,Date of first psychiatric hospitalization (ddmmyyyy):,,PX660801,date_mdy,,,,,,,,,
premorbidadjustment_symptoms_date,phenx_premorbid_adjustment_in_psychosis,,text,Age at time of onset of first psychotic symptoms (ddmmyyyy):,,PX660801,date_mdy,,,,,,,,,
premorbidadjustment_birth_location,phenx_premorbid_adjustment_in_psychosis,,text,Where were you born?,,PX660801,,,,,,,,,,
premorbidadjustment_childhood_location,phenx_premorbid_adjustment_in_psychosis,,text,Where did you grow up?,,PX660801,,,,,,,,,,
premorbidadjustment_childhood_household,phenx_premorbid_adjustment_in_psychosis,,text,Who did you live with when you were very young?,,PX660801,,,,,,,,,,
premorbidadjustment_school_location,phenx_premorbid_adjustment_in_psychosis,,text,Where did you go to school?,,PX660801,,,,,,,,,,
premorbidadjustment_socialbility_friends,phenx_premorbid_adjustment_in_psychosis,,radio,Did you have friends at school or in your neighborhood?,"UNDEFINED_CODE,Yes | UNDEFINED_CODE_1,No",PX660801,,,,,,,,,,
premorbidadjustment_socialbility_friends_activities,phenx_premorbid_adjustment_in_psychosis,,text,What did you and your friends do together?,,PX660801,,,,,,,,,,
premorbidadjustment_socialbility_friends_planning,phenx_premorbid_adjustment_in_psychosis,,radio,"Who mostly made plans to do things, you or your friends?","UNDEFINED_CODE,Subject | UNDEFINED_CODE_1,Subject's friends",PX660801,,,,,,,,,,
premorbidadjustment_socialbility_friends_alone,phenx_premorbid_adjustment_in_psychosis,,radio,Did you prefer to stay by yourself or get together with friends?,"UNDEFINED_CODE,Alone | UNDEFINED_CODE_1,Together with friends",PX660801,,,,,,,,,,
premorbidadjustment_socialbility_activities,phenx_premorbid_adjustment_in_psychosis,,text,What kinds of things did you like to do at that age?,,PX660801,,,,,,,,,,
premorbidadjustment_socialbility_alone,phenx_premorbid_adjustment_in_psychosis,,text,Did you spend a lot of time by yourself?,,PX660801,,,,,,,,,,
premorbidadjustment_socialbility_daydream,phenx_premorbid_adjustment_in_psychosis,,radio,Did you daydream a lot?,"UNDEFINED_CODE,Yes | UNDEFINED_CODE_1,No",PX660801,,,,,,,,,,
premorbidadjustment_peerrelationships_childhood_friends,phenx_premorbid_adjustment_in_psychosis,,text,About how many friends did you have?,,PX660801,number,,,,,,,,,
premorbidadjustment_peerrelationships_childhood_closefriends,phenx_premorbid_adjustment_in_psychosis,,radio,Were you close to any of them?,"UNDEFINED_CODE,Yes | UNDEFINED_CODE_1,No",PX660801,,,,,,,,,,
premorbidadjustment_peerrelationships_childhood_bestfriend,phenx_premorbid_adjustment_in_psychosis,,radio,Did you have a best friend?,"UNDEFINED_CODE,Yes | UNDEFINED_CODE_1,No",PX660801,,,,,,,,,,
premorbidadjustment_peerrelationships_childhood_bestfriend_describe,phenx_premorbid_adjustment_in_psychosis,,text,If yes: What was he/she like?,,PX660801,,,,,,,,,,
premorbidadjustment_peerrelationships_childhood_bestfriend_often,phenx_premorbid_adjustment_in_psychosis,,text,How often did you get together with your best friend?,,PX660801,,,,,,,,,,
premorbidadjustment_peerrelationships_childhood_bestfriend_activity,phenx_premorbid_adjustment_in_psychosis,,text,What did you do when you got together with your best friend?,,PX660801,,,,,,,,,,
premorbidadjustment_peerrelationships_childhood_friend_confide,phenx_premorbid_adjustment_in_psychosis,,radio,Did you have a friend who you could tell things that you did not want other people to know?,"UNDEFINED_CODE,Yes | UNDEFINED_CODE_1,No",PX660801,,,,,,,,,,
premorbidadjustment_peerrelationships_childhood_friends_age,phenx_premorbid_adjustment_in_psychosis,,radio,Were most of your friends your age?,"UNDEFINED_CODE,Yes | UNDEFINED_CODE_1,No",PX660801,,,,,,,,,,
premorbidadjustment_peerrelationships_childhood_friends_age_other,phenx_premorbid_adjustment_in_psychosis,,text,"If not, how much younger/older were they?",,PX660801,,,,,,,,,,
premorbidadjustment_scholasticperformance_childhood_school_name,phenx_premorbid_adjustment_in_psychosis,,text,What was the name of your school?,,PX660801,,,,,,,,,,
premorbidadjustment_scholasticperformance_childhood_school_type,phenx_premorbid_adjustment_in_psychosis,,radio,"Was it a public school, religious school, or another type of school?","UNDEFINED_CODE,Public | UNDEFINED_CODE_1,Religious | UNDEFINED_CODE_2,Other",PX660801,,,,,,,,,,
premorbidadjustment_scholasticperformance_childhood_school_special,phenx_premorbid_adjustment_in_psychosis,,radio,Did you go to a “special needs” school?,"UNDEFINED_CODE,Yes | UNDEFINED_CODE_1,No",PX660801,,,,,,,,,,
premorbidadjustment_scholasticperformance_childhood_school_regular,phenx_premorbid_adjustment_in_psychosis,,radio,If attended regular school: Did you attend regular classes with most other kids or did you go to a special class in a regular school?,"UNDEFINED_CODE,Regular classes | UNDEFINED_CODE_1,Special classes",PX660801,,,,,,,,,,
