Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
processof_recovery_feel_better,phenx_psychosis_recovery_assessment,,radio,I feel better about myself,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_take_chances,phenx_psychosis_recovery_assessment,,radio,I feel able to take chances in life,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_relationships,phenx_psychosis_recovery_assessment,,radio,I am able to develop positive relationships with other people,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_societal_worth,phenx_psychosis_recovery_assessment,,radio,I feel part of society rather than isolated,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_assertive,phenx_psychosis_recovery_assessment,,radio,I am able to assert myself,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_life_purpose,phenx_psychosis_recovery_assessment,,radio,I feel that my life has a purpose,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_experiences,phenx_psychosis_recovery_assessment,,radio,My experiences have changed me for the better,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_past,phenx_psychosis_recovery_assessment,,radio,I have been able to come to terms with things that have happened to me in the past and move on with my life,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_motivated,phenx_psychosis_recovery_assessment,,radio,I am basically strongly motivated to get better,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_positive,phenx_psychosis_recovery_assessment,,radio,I can recognise the positive things I have done,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_understand,phenx_psychosis_recovery_assessment,,radio,I am able to understand myself better,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_charge,phenx_psychosis_recovery_assessment,,radio,I can take charge of my life,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_engage_life,phenx_psychosis_recovery_assessment,,radio,I can actively engage with life,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_control,phenx_psychosis_recovery_assessment,,radio,I can take control of aspects of my life,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
processof_recovery_time,phenx_psychosis_recovery_assessment,,radio,I can find the time to do the things I enjoy,"UNDEFINED_CODE,Disagree strongly| UNDEFINED_CODE_1,Disagree| UNDEFINED_CODE_2,Neither agree nor disagree| UNDEFINED_CODE_3,Agree| UNDEFINED_CODE_4,Agree strongly",PX661101,,,,,,,,,,
