Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
mode_delivery_medical_records_date_admission,phenx_mode_of_delivery_medical_record_abstraction,,text,Date of admission to Labor and Delivery,,PX241302,date_mdy,,,,,,,,,
mode_delivery_medical_records_time_admission,phenx_mode_of_delivery_medical_record_abstraction,,text,Time of admission,,PX241302,,,,,,,,,,
mode_delivery_medical_records_reason_admission,phenx_mode_of_delivery_medical_record_abstraction,,radio,Indication for admission (check 1),"0,Postpartum admission after home or in-transit delivery |1,Spontaneous labor| 2,Spontaneous ROM (rupture of membranes)| 3,Induction| 4,Cesarean",PX241302,,,,,,,,,,
mode_delivery_medical_records_membrane_rupture_type,phenx_mode_of_delivery_medical_record_abstraction,,radio,If the patient has both spontaneous ROM and spontaneous labor she should be coded as 1 - spontaneous labor. Do not use codes 3 or 4 unless she is being admitted for a planned induction or cesarean. Type of membrane rupture,"1,Spontaneous| 2,Artificial",PX241302,,,,,,,,,,
mode_delivery_medical_records_labor_type,phenx_mode_of_delivery_medical_record_abstraction,,radio,Type of labor,"0,No labor| 1,Spontaneous| 2,Spontaneous, augmented| 3,Induced",PX241302,,,,,,,,,,
mode_delivery_medical_records_induction_indications,phenx_mode_of_delivery_medical_record_abstraction,,radio,Indication(s) for induction (check all that apply),"01,Elective| 02,Post-dates| 03,IUGR (intrauterine growth restriction)| 04,Oligohydramnios| 05,Non-reassuring fetal status| 06,Abruption| 07,Hypertension/preeclampsia| 08,Chorioamnionitis| 09,PROM (premature (or prolonged) rupture of membranes)| 10,Macrosomia| 99,Other",PX241302,,,,,,,,,,
mode_delivery_medical_records_induction_indications_other,phenx_mode_of_delivery_medical_record_abstraction,,text,"Indication(s) for induction (check all that apply). If coded 99, Specify",,PX241302,,,,,,,,,,
mode_delivery_medical_records_date_delivery,phenx_mode_of_delivery_medical_record_abstraction,,text,Date of delivery (mm-dd-yyyy),,PX241302,date_mdy,,,,,,,,,
mode_delivery_medical_records_time_delivery,phenx_mode_of_delivery_medical_record_abstraction,,text,Time of delivery,,PX241302,,,,,,,,,,
mode_delivery_medical_records_delivery_type,phenx_mode_of_delivery_medical_record_abstraction,,radio,Successful delivery type,"1,Spontaneous vaginal| 2,Forceps vaginal| 3,Vacuum vaginal| 4,Cesarean",PX241302,,,,,,,,,,
mode_delivery_medical_records_primary_indication_vaginal_cesarean,phenx_mode_of_delivery_medical_record_abstraction,,radio,Record the primary indication for vaginal or cesarean delivery,"1,Non-reassuring fetal status| 2,Dystocia| 3,Abnormal presentation| 4,Placental abruption| 5,Umbilical cord prolapse| 6,Suspected Macrosomia| 7,Preeclampsia/hypertension| 8,Maternal exhaustion| 9,Other",PX241302,,,,,,,,,,
mode_delivery_medical_records_primary_indication_vaginal_cesarean_other,phenx_mode_of_delivery_medical_record_abstraction,,text,"Record the primary indication for vaginal or cesarean delivery. If coded 9, Specify",,PX241302,,,,,,,,,,
mode_delivery_medical_records_secondary_indications,phenx_mode_of_delivery_medical_record_abstraction,,radio,List up to 3 secondary indications,"0,No other indications| 1,Non-reassuring fetal status| 2,Dystocia| 3,Abnormal presentation| 4,Placental abruption| 5,Umbilical cord prolapse| 6,Suspected Macrosomia| 7,Preeclampsia/hypertension| 8,Maternal exhaustion| 9,Other",PX241302,,,,,,,,,,
mode_delivery_medical_records_secondary_indications_other,phenx_mode_of_delivery_medical_record_abstraction,,text,"List up to 3 secondary indications. If coded 9, Specify",,PX241302,,,,,,,,,,
mode_delivery_medical_records_vacuum_vaginal_extraction,phenx_mode_of_delivery_medical_record_abstraction,,radio,Vaginal vacuum extraction attempted,"UNDEFINED_CODE,Yes| UNDEFINED_CODE_1,No",PX241302,,,,,,,,,,
mode_delivery_medical_records_vaginal_forceps,phenx_mode_of_delivery_medical_record_abstraction,,radio,Vaginal forceps attempted,"UNDEFINED_CODE,Yes| UNDEFINED_CODE_1,No",PX241302,,,,,,,,,,
mode_delivery_medical_records_initiating_event_delivery,phenx_mode_of_delivery_medical_record_abstraction,,radio,"Initiating event of delivery (complete for all deliveries of 16+ weeks, regardless of gestational age)","0,Spontaneous labor with delivery (regardless of route of delivery)| 1,PROM leading to spontaneous labor (regardless of route of delivery)| 2,PROM leading to induction of labor or C-section without labor| 3,Indicated delivery, not spontaneous labor or spontaneous PROM| 8,Not documented| 9,Records missing",PX241302,,,,,,,,,,
