Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
info_220704,phenx_disease_progression_and_regression_adult,,descriptive,The Newcastle Mitochondrial Disease Adult Scale (NMDAS),,PX0220704,,,,,,,,,,
mitochondrial_disease_adult_name,phenx_disease_progression_and_regression_adult,,text,Full Name,,PX0220704,,,,,,,,,,
mitochondrial_disease_adult_dob,phenx_disease_progression_and_regression_adult,,text,Date of Birth,,PX0220704,date_mdy,,,,,,,,,
mitochondrial_disease_adult_date,phenx_disease_progression_and_regression_adult,,text,Today's Date,,PX0220704,date_mdy,,,,,,,,,
mitochondrial_disease_adult_height,phenx_disease_progression_and_regression_adult,,text,Height,,PX0220704,,,,,,,,,,
mitochondrial_disease_adult_fvc1,phenx_disease_progression_and_regression_adult,,text,Forced Vital Capacity - 1st attempt,,PX0220704,,,,,,,,,,
mitochondrial_disease_adult_fvc2,phenx_disease_progression_and_regression_adult,,text,Forced Vital Capacity - 2nd attempt,,PX0220704,,,,,,,,,,
mitochondrial_disease_adult_fvc3,phenx_disease_progression_and_regression_adult,,text,Forced Vital Capacity - 3rd attempt,,PX0220704,,,,,,,,,,
section_i_220704,phenx_disease_progression_and_regression_adult,,descriptive,"Section I- Current Function. Rate function over the preceding 4 week period, according to patient and/or caregiver interview only. The clinician's subjective judgement of functional ability should not be taken into account.",,PX0220704,,,,,,,,,,
mitochondrial_disease_adult_current_vision,phenx_disease_progression_and_regression_adult,,radio,"1. Rate function over the preceding 4 week period, according to patient and/or caregiver interview only.  - Vision usual glasses or contact lenses","UNDEFINED_CODE, 0. Normal | UNDEFINED_CODE_1, 1. No functional impairment but aware of worsened acuities. | UNDEFINED_CODE_2, 2. Mild - difficulty with small print or text on television. | UNDEFINED_CODE_3, 3. Moderate - difficulty outside the home (eg bus numbers, road signs or  shopping). | UNDEFINED_CODE_4, 4. Severe - difficulty recognising faces. | UNDEFINED_CODE_5, 5. Unable to navigate without help (eg carer, dog, cane).",PX0220704,,,,,,,,,,
mitochondrial_disease_adult_current_hearing,phenx_disease_progression_and_regression_adult,,radio,"2. Rate function over the preceding 4 week period, according to patient and/or caregiver interview only.  - Hearing with or without hearing aid","UNDEFINED_CODE, 0. Normal | UNDEFINED_CODE_1, 1. No communication problems but aware of tinnitus or deterioration from prior 'normal hearing. | UNDEFINED_CODE_2, 2. Mild deafness (eg missing words in presence of background noise). Fully corrected with hearing aid. | UNDEFINED_CODE_3, 3. Moderate deafness (eg regularly requiring repetition). Not fully corrected with hearing aid. | UNDEFINED_CODE_4, 4. Severe deafness - poor hearing even with aid (see 3 above). | UNDEFINED_CODE_5, 5. End stage - virtually no hearing despite aid. Relies heavily on non-verbal communication (eg lip reading) or has cochlear implant",PX0220704,,,,,,,,,,
mitochondrial_disease_adult_current_speech,phenx_disease_progression_and_regression_adult,,radio,"3. Rate function over the preceding 4 week period, according to patient and/or caregiver interview only.  - Speech","UNDEFINED_CODE, 0. Normal | UNDEFINED_CODE_1, 1. Communication unaffected but patient or others aware of changes in speech patterns or quality. | UNDEFINED_CODE_2, 2. Mild difficulties - usually understood and rarely asked to repeat things | UNDEFINED_CODE_3, 3. Moderate difficulties - poorly understood by strangers and frequently asked to repeat things. | UNDEFINED_CODE_4, 4. Severe difficulties - poorly understood by family or friends. | UNDEFINED_CODE_5, 5. Not understood by family or friends. Requires communication aid.",PX0220704,,,,,,,,,,
mitochondrial_disease_adult_current_swallowing,phenx_disease_progression_and_regression_adult,,radio,"4. Rate function over the preceding 4 week period, according to patient and/or caregiver interview only.  - Swallowing","UNDEFINED_CODE, 0. Normal | UNDEFINED_CODE_1, 1. Mild - sensation of solids 'sticking' (occasional). | UNDEFINED_CODE_2, 2. Sensation of solids 'sticking' (most meals) or need to modify diet (eg    avoidance of steak/salad). | UNDEFINED_CODE_3, 3. Difficulty swallowing solids - affecting meal size or duration. Coughing,  choking or nasal regurgitation infrequent (1 to 4 times per month) but more than peers. | UNDEFINED_CODE_4, 4. Requires adapted diet - regular coughing, choking, or nasal regurgitation  (more than once per week). | UNDEFINED_CODE_5, 5. Requiring enteral feeding (eg PEG).",PX0220704,,,,,,,,,,
mitochondrial_disease_adult_currenthandwriting,phenx_disease_progression_and_regression_adult,,radio,"5. Rate function over the preceding 4 week period, according to patient and/or caregiver interview only.  - Handwriting","UNDEFINED_CODE, 0. Normal | UNDEFINED_CODE_1, 1. Writing speed unaffected but aware of increasing untidiness. | UNDEFINED_CODE_2, 2. Mild - Has to write slower to maintain tidiness/legibility. | UNDEFINED_CODE_3, 3. Moderate - Handwriting takes at least twice as long or resorts to printing (must previously have used joined writing). | UNDEFINED_CODE_4, 4. Severe - Handwriting mostly illegible. Printing very slow and untidy (eg 'THE BLACK CAT' takes in excess of 30 seconds). | UNDEFINED_CODE_5, 5. Unable to write. No legible words.",PX0220704,,,,,,,,,,
mitochondrial_disease_adult_current_cuttingfood,phenx_disease_progression_and_regression_adult,,radio,"6. Rate function over the preceding 4 week period, according to patient and/or caregiver interview only.  - Cutting food and handling utensils (irrespective of contributory factors - eg weakness, coordination, cognitive function etc. This is also true for questions 7-10)","UNDEFINED_CODE, 0. Normal | UNDEFINED_CODE_1, 1. Slightly slow and/or clumsy but minimal effect on meal duration. | UNDEFINED_CODE_2, 2. Slow and/or clumsy with extended meal duration, but no help required | UNDEFINED_CODE_3, 3. Difficulty cutting up food and inaccuracy of transfer pronounced. Can manage alone but avoids problem foods (eg peas) or carer typically offers minor assistance (eg cutting up steak). | UNDEFINED_CODE_4, 4. Unable to cut up food. Can pass food to mouth with great effort or inaccuracy. Resultant intake minimal. Requires major assistance. | UNDEFINED_CODE_5, 5. Needs to be fed.",PX0220704,,,,,,,,,,
mitochondrial_disease_adult_current_dressing,phenx_disease_progression_and_regression_adult,,radio,"7. Rate function over the preceding 4 week period, according to patient and/or caregiver interview only.  - Dressing","UNDEFINED_CODE, 0. Normal | UNDEFINED_CODE_1, 1. Occasional difficulties (eg shoe laces, buttons etc) but no real impact on time or effort taken to dress. | UNDEFINED_CODE_2, 2. Mild - Dressing takes longer and requires more effort than expected at the patient's age. No help required. | UNDEFINED_CODE_3, 3. Moderate - Can dress unaided but takes at least twice as long and is a major effort. Carer typically helps with difficult tasks such as shoe laces or buttons. | UNDEFINED_CODE_4, 4. Severe - Unable to dress without help but some tasks completed unaided. | UNDEFINED_CODE_5, 5. Needs to be dressed.",PX0220704,,,,,,,,,,
mitochondrial_disease_adult_current_hygiene,phenx_disease_progression_and_regression_adult,,radio,"8. Rate function over the preceding 4 week period, according to patient and/or caregiver interview only.  - Hygiene","UNDEFINED_CODE, 0. Normal | UNDEFINED_CODE_1, 1. Occasional difficulties only but no real impact on time or effort required. | UNDEFINED_CODE_2, 2. Mild - hygienic care takes longer but quality unaffected. | UNDEFINED_CODE_3, 3. Moderate - bathes and showers alone with difficulty or needs bath chair / modifications. Dextrous tasks (eg brushing teeth, combing hair) performed poorly. | UNDEFINED_CODE_4, 4. Severe - unable to bathe or shower without help. Major difficulty using toilet alone. Dextrous tasks require help. | UNDEFINED_CODE_5, 5. Dependent upon carers to wash, bathe, and toilet.",PX0220704,,,,,,,,,,
mitochondrial_disease_adult_current_exercisetolerance,phenx_disease_progression_and_regression_adult,,radio,"9. Rate function over the preceding 4 week period, according to patient and/or caregiver interview only.  - Exercise Tolerance","UNDEFINED_CODE, 0. Normal | UNDEFINED_CODE_1, 1. Unlimited on flat - symptomatic on inclines or stairs. | UNDEFINED_CODE_2, 2. Able to walk < 1000m on the flat. Restricted on inclines or stairs - rest needed after 1 flight (12 steps). | UNDEFINED_CODE_3, 3. Able to walk < 500m on the flat. Rest needed after 8 steps on stairs. | UNDEFINED_CODE_4, 4. Able to walk < 100m on the flat. Rest needed after 4 steps on stairs. | UNDEFINED_CODE_5, 5. Able to walk < 25m on the flat. Unable to do stairs alone.",PX0220704,,,,,,,,,,
