Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
dietary_intake_cereal,phenx_dietary_intake_updated,,text,"1. During the past month, how often did {you/SP} eat hot or cold cereals? You can tell me per day, per week or per month.",,PX231201,number,0,,,,,,,,
dietary_intake_cereal_encoded,phenx_dietary_intake_updated,,radio,"During the past month, how often did {you/SP} eat hot or cold cereals? You can tell me per day, per week or per month.","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_cereal_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_cereal_confirmation,phenx_dietary_intake_updated,,radio,2. You said (DISPLAY NUMBER FROM Q1) times per (DISPLAY UNIT FROM Q1). Is that correct?,"1, Yes | 2, No (Return to Q1) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_cereal]>1 AND [dietary_intake_cereal_unit]=1) OR ([dietary_intake_cereal]>14 AND [dietary_intake_cereal_unit]=2) OR ([dietary_intake_cereal]>60 AND [dietary_intake_cereal_unit]=3),,,,,
dietary_intake_usual_cereal,phenx_dietary_intake_updated,,text,"3. During the past month, what kinds of cereal did {you/SP} usually eat?",,PX231201,,,,,,,,,,
dietary_intake_other_cereal,phenx_dietary_intake_updated,,radio,4. IS THERE ANOTHER CEREAL SP USUALLY EATS? OR ASK IF NECESSARY (Is there another cereal {you/SP} usually eat(s)?),"1, Yes (Return to Q3) | 2, No",PX231201,,,,,,,,,,
dietary_intake_milk,phenx_dietary_intake_updated,,text,"5. (During the past month), how often did {you/SP} have milk {either to drink or on cereal}? Do not include soy milk or small amounts of milk in coffee or tea. (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTION: INCLUDE: SKIM, NO-FAT, LOW-FAT, WHOLE MILK, BUTTERMILK, AND LACTOSE-FREE MILK. ALSO INCLUDE CHOCOLATE OR OTHER FLAVORED MILKS. DO NOT INCLUDE: CREAM.
",,PX231201,number,0,,,,,,,,
dietary_intake_milk_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), how often did {you/SP} have milk {either to drink or on cereal}? Do not include soy milk or small amounts of milk in coffee or tea. (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTION: INCLUDE: SKIM, NO-FAT, LOW-FAT, WHOLE MILK, BUTTERMILK, AND LACTOSE-FREE MILK. ALSO INCLUDE CHOCOLATE OR OTHER FLAVORED MILKS. DO NOT INCLUDE: CREAM.
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_milk_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_milk_confirmation,phenx_dietary_intake_updated,,radio,6. You said (DISPLAY NUMBER FROM Q5) times per (DISPLAY UNIT FROM Q5). Is that correct?,"1, Yes | 2, No (Return to Q5) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_milk]>14 AND [dietary_intake_milk_unit]=2) OR ([dietary_intake_milk]>60 AND [dietary_intake_milk_unit]=3),,,,,
dietary_intake_soda,phenx_dietary_intake_updated,,text,"7.	During the past month, how often did {you/SP} drink regular soda or pop that contains sugar? Do not include diet soda. You can tell me per day, per week or per month. INTERVIEWER INSTRUCTION: INCLUDE: MANZANITA AND PEÑAFIEL SODAS. DO NOT INCLUDE: DIET OR SUGAR-FREE FRUIT DRINKS. DO NOT INCLUDE JUICES OR TEA IN CANS.
",,PX231201,number,0,,,,,,,,
dietary_intake_soda_encoded,phenx_dietary_intake_updated,,radio,"During the past month, how often did {you/SP} drink regular soda or pop that contains sugar? Do not include diet soda. You can tell me per day, per week or per month. INTERVIEWER INSTRUCTION: INCLUDE: MANZANITA AND PEÑAFIEL SODAS. DO NOT INCLUDE: DIET OR SUGAR-FREE FRUIT DRINKS. DO NOT INCLUDE JUICES OR TEA IN CANS.
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_soda_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_soda_confirmation,phenx_dietary_intake_updated,,radio,8. You said (DISPLAY NUMBER FROM Q7) times per (DISPLAY UNIT FROM Q7). Is that correct?,"1, Yes | 2, No (Return to Q7) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_soda]>2 AND [dietary_intake_soda_unit]=1) OR ([dietary_intake_soda]>14 AND [dietary_intake_soda_unit]=2) OR ([dietary_intake_soda]>60 AND [dietary_intake_soda_unit]=3),,,,,
dietary_intake_juice,phenx_dietary_intake_updated,,text,"9.	(During the past month), how often did {you/SP} drink 100% pure fruit juice such as orange, mango, apple, grape and pineapple juices? Do not include fruit-flavored drinks with added sugar or fruit juice you made at home and added sugar to. (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTION: INCLUDE: ONLY 100% PURE JUICES. DO NOT INCLUDE: FRUIT-FLAVORED DRINKS WITH ADDED SUGAR, LIKE CRANBERRY COCKTAIL, HI-C, LEMONADE, KOOL-AID, GATORADE, TAMPICO, AND SUNNY DELIGHT.
",,PX231201,number,0,,,,,,,,
dietary_intake_juice_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), how often did {you/SP} drink 100% pure fruit juice such as orange, mango, apple, grape and pineapple juices? Do not include fruit-flavored drinks with added sugar or fruit juice you made at home and added sugar to. (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTION: INCLUDE: ONLY 100% PURE JUICES. DO NOT INCLUDE: FRUIT-FLAVORED DRINKS WITH ADDED SUGAR, LIKE CRANBERRY COCKTAIL, HI-C, LEMONADE, KOOL-AID, GATORADE, TAMPICO, AND SUNNY DELIGHT.
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_juice_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_juice_confirmation,phenx_dietary_intake_updated,,radio,10. You said (DISPLAY NUMBER FROM Q9) times per (DISPLAY UNIT FROM Q9). Is that correct?,"1, Yes | 2, No (Return to Q9) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_juice]>1 AND [dietary_intake_juice_unit]=1) OR ([dietary_intake_juice]>14 AND [dietary_intake_juice_unit]=2) OR ([dietary_intake_juice]>60 AND [dietary_intake_juice_unit]=3),,,,,
dietary_intake_coffeesugar,phenx_dietary_intake_updated,,text,"11.	(During the past month), how often did {you/SP} drink coffee or tea that had sugar or honey added to it? Include coffee and tea you sweetened yourself and presweetened tea and coffee drinks such as Arizona Iced Tea and Frappuccino. Do not include artificially sweetened coffee or diet tea. (You can tell me per day, per week or per month.)",,PX231201,number,0,,,,,,,,
dietary_intake_coffeesugar_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), how often did {you/SP} drink coffee or tea that had sugar or honey added to it? Include coffee and tea you sweetened yourself and presweetened tea and coffee drinks such as Arizona Iced Tea and Frappuccino. Do not include artificially sweetened coffee or diet tea. (You can tell me per day, per week or per month.)","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_coffeesugar_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_coffeesugar_confirmation,phenx_dietary_intake_updated,,radio,12. You said (DISPLAY NUMBER FROM Q11) times per (DISPLAY UNIT FROM Q11). Is that correct?,"1, Yes | 2, No (Return to Q11) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_coffeesugar]>1 AND [dietary_intake_coffeesugar_unit]=1) OR ([dietary_intake_coffeesugar]>14 AND [dietary_intake_coffeesugar_unit]=2) OR ([dietary_intake_coffeesugar]>60 AND [dietary_intake_coffeesugar_unit]=3),,,,,
dietary_intake_fruitdrink,phenx_dietary_intake_updated,,text,"13.	(During the past month), how often did {you/SP} drink sweetened fruit drinks, sports or energy drinks, such as Kool-aid, lemonade, Hi-C, cranberry drink, Gatorade, Red Bull or Vitamin Water? Include fruit juices you made at home and added sugar to. Do not include diet drinks or artificially sweetened drinks. (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTION: INCLUDE: DRINKS WITH ADDED SUGAR, TAMPICO, SUNNY DELIGHT, AND TWISTER. DO NOT INCLUDE: 100% FRUIT JUICES OR SODA, YOGURT DRINKS, CARBONATED WATER OR FRUIT-FLAVORED TEAS.
",,PX231201,number,0,,,,,,,,
dietary_intake_fruitdrink_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), how often did {you/SP} drink sweetened fruit drinks, sports or energy drinks, such as Kool-aid, lemonade, Hi-C, cranberry drink, Gatorade, Red Bull or Vitamin Water? Include fruit juices you made at home and added sugar to. Do not include diet drinks or artificially sweetened drinks. (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTION: INCLUDE: DRINKS WITH ADDED SUGAR, TAMPICO, SUNNY DELIGHT, AND TWISTER. DO NOT INCLUDE: 100% FRUIT JUICES OR SODA, YOGURT DRINKS, CARBONATED WATER OR FRUIT-FLAVORED TEAS.
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_fruitdrink_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_fruitdrink_confirmation,phenx_dietary_intake_updated,,radio,14. You said (DISPLAY NUMBER FROM Q13) times per (DISPLAY UNIT FROM Q13). Is that correct?,"1, Yes | 2, No (Return to Q13) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_fruitdrink]>1 AND [dietary_intake_fruitdrink_unit]=1) OR ([dietary_intake_fruitdrink]>14 AND [dietary_intake_fruitdrink_unit]=2) OR ([dietary_intake_fruitdrink]>60 AND [dietary_intake_fruitdrink_unit]=3),,,,,
dietary_intake_fruit,phenx_dietary_intake_updated,,text,"15.	(During the past month), how often did {you/SP} eat fruit? Include fresh, frozen or canned fruit. Do not include juices. (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: DO NOT INCLUDE: DRIED FRUITS.
",,PX231201,number,0,,,,,,,,
dietary_intake_fruit_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), how often did {you/SP} eat fruit? Include fresh, frozen or canned fruit. Do not include juices. (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: DO NOT INCLUDE: DRIED FRUITS.
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_fruit_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_fruit_confirmation,phenx_dietary_intake_updated,,radio,16. You said (DISPLAY NUMBER FROM Q15) times per (DISPLAY UNIT FROM Q15). Is that correct?,"1, Yes | 2, No (Return to Q15) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_fruit]>1 AND [dietary_intake_fruit_unit]=1) OR ([dietary_intake_fruit]>14 AND [dietary_intake_fruit_unit]=2) OR ([dietary_intake_fruit]>60 AND [dietary_intake_fruit_unit]=3),,,,,
dietary_intake_salad,phenx_dietary_intake_updated,,text,"17.	(During the past month), how often did {you/SP} eat a green leafy or lettuce salad, with or without other vegetables? (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: INCLUDE: SPINACH SALADS.
",,PX231201,number,0,,,,,,,,
dietary_intake_salad_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), how often did {you/SP} eat a green leafy or lettuce salad, with or without other vegetables? (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: INCLUDE: SPINACH SALADS.
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_salad_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_salad_confirmation,phenx_dietary_intake_updated,,radio,18. You said (DISPLAY NUMBER FROM Q17) times per (DISPLAY UNIT FROM Q17). Is that correct?,"1, Yes | 2, No (Return to Q17) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_salad]>1 AND [dietary_intake_salad_unit]=1) OR ([dietary_intake_salad]>14 AND [dietary_intake_salad_unit]=2) OR ([dietary_intake_salad]>60 AND [dietary_intake_salad_unit]=3),,,,,
dietary_intake_potato,phenx_dietary_intake_updated,,text,"19.	(During the past month), how often did {you/SP} eat any kind of fried potatoes, including french fries, home fries, or hash brown potatoes? (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: DO NOT INCLUDE: POTATO CHIPS.
",,PX231201,number,0,,,,,,,,
dietary_intake_potato_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), how often did {you/SP} eat any kind of fried potatoes, including french fries, home fries, or hash brown potatoes? (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: DO NOT INCLUDE: POTATO CHIPS.
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_potato_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_potato_confirmation,phenx_dietary_intake_updated,,radio,20. You said (DISPLAY NUMBER FROM Q19) times per (DISPLAY UNIT FROM Q19). Is that correct?,"1, Yes | 2, No (Return to Q19) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_potato]>1 AND [dietary_intake_potato_unit]=1) OR ([dietary_intake_potato]>14 AND [dietary_intake_potato_unit]=2) OR ([dietary_intake_potato]>60 AND [dietary_intake_potato_unit]=3),,,,,
dietary_intake_otherpotato,phenx_dietary_intake_updated,,text,"21.	(During the past month), how often did {you/SP} eat any other kind of potatoes, such as baked, boiled, mashed potatoes, sweet potatoes, or potato salad? (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: INCLUDE: ALL TYPES OF POTATOES EXCEPT FRIED. INCLUDE POTATOES AU GRATIN, SCALLOPED POTATOES.
",,PX231201,number,0,,,,,,,,
dietary_intake_otherpotato_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), how often did {you/SP} eat any other kind of potatoes, such as baked, boiled, mashed potatoes, sweet potatoes, or potato salad? (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: INCLUDE: ALL TYPES OF POTATOES EXCEPT FRIED. INCLUDE POTATOES AU GRATIN, SCALLOPED POTATOES.
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_otherpotato_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_otherpotato_confirmation,phenx_dietary_intake_updated,,radio,22. You said (DISPLAY NUMBER FROM Q21) times per (DISPLAY UNIT FROM Q21). Is that correct?,"1, Yes | 2, No (Return to Q21) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_otherpotato]>1 AND [dietary_intake_otherpotato_unit]=1) OR ([dietary_intake_otherpotato]>14 AND [dietary_intake_otherpotato_unit]=2) OR ([dietary_intake_otherpotato]>60 AND [dietary_intake_otherpotato_unit]=3),,,,,
dietary_intake_beans,phenx_dietary_intake_updated,,text,"23.	(During the past month), how often did {you/SP} eat refried beans, baked beans, beans in soup, pork and beans or any other type of cooked dried beans? Do not include green beans. (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: INCLUDE: SOYBEANS, KIDNEY, PINTO, GARBANZO, LENTILS, BLACK, BLACK-EYED PEAS, COW PEAS, AND LIMA BEANS.
",,PX231201,number,0,,,,,,,,
dietary_intake_beans_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), how often did {you/SP} eat refried beans, baked beans, beans in soup, pork and beans or any other type of cooked dried beans? Do not include green beans. (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS:
INCLUDE: SOYBEANS, KIDNEY, PINTO, GARBANZO, LENTILS, BLACK, BLACK-EYED PEAS, COW PEAS, AND LIMA BEANS.
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_beans_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_beans_confirmation,phenx_dietary_intake_updated,,radio,24. You said (DISPLAY NUMBER FROM Q23) times per (DISPLAY UNIT FROM Q23). Is that correct?,"1, Yes | 2, No (Return to Q23) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_beans]>1 AND [dietary_intake_beans_unit]=1) OR ([dietary_intake_beans]>14 AND [dietary_intake_beans_unit]=2) OR ([dietary_intake_beans]>60 AND [dietary_intake_beans_unit]=3),,,,,
dietary_intake_grains,phenx_dietary_intake_updated,,text,"25.	(During the past month), how often did {you/SP} eat brown rice or other cooked whole grains, such as bulgur, cracked wheat, or millet? Do not include white rice. (You can tell me per day, per week or per month.) HELP SCREEN: Brown rice is a type of whole grain. It is brown in color and takes longer to cook than white rice. It contains almost all of the rice grain and is not as processed as white rice. Compared to white rice it also contains more fiber and more of some vitamins and minerals that are lost during the processing of rice.
",,PX231201,number,0,,,,,,,,
dietary_intake_grains_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), how often did {you/SP} eat brown rice or other cooked whole grains, such as bulgur, cracked wheat, or millet? Do not include white rice. (You can tell me per day, per week or per month.) HELP SCREEN: Brown rice is a type of whole grain. It is brown in color and takes longer to cook than white rice. It contains almost all of the rice grain and is not as processed as white rice. Compared to white rice it also contains more fiber and more of some vitamins and minerals that are lost during the processing of rice.
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_grains_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_grains_confirmation,phenx_dietary_intake_updated,,radio,26. You said (DISPLAY NUMBER FROM Q25) times per (DISPLAY UNIT FROM Q25). Is that correct?,"1, Yes | 2, No (Return to Q25) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_grains]>1 AND [dietary_intake_grains_unit]=1) OR ([dietary_intake_grains]>14 AND [dietary_intake_grains_unit]=2) OR ([dietary_intake_grains]>60 AND [dietary_intake_grains_unit]=3),,,,,
dietary_intake_othervegetables,phenx_dietary_intake_updated,,text,"27.	(During the past month), not including what you just told me about (lettuce salads, potatoes, cooked dried beans), how often did {you/SP} eat other vegetables? (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: DO NOT INCLUDE: RICE EXAMPLES OF OTHER VEGETABLES INCLUDE: TOMATOES, GREEN BEANS, CARROTS, CORN, CABBAGE, BEAN SPROUTS, COLLARD GREENS, AND BROCCOLI. INCLUDE ANY FORM OF THE VEGETABLE (RAW, COOKED, CANNED, OR FROZEN).
",,PX231201,number,0,,,,,,,,
dietary_intake_othervegetables_encoded,phenx_dietary_intake_updated,,radio,"(During the past month), not including what you just told me about (lettuce salads, potatoes, cooked dried beans), how often did {you/SP} eat other vegetables? (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: DO NOT INCLUDE: RICE
EXAMPLES OF OTHER VEGETABLES INCLUDE: TOMATOES, GREEN BEANS, CARROTS, CORN, CABBAGE, BEAN SPROUTS, COLLARD GREENS, AND BROCCOLI. INCLUDE ANY FORM OF THE VEGETABLE (RAW, COOKED, CANNED, OR FROZEN).
","0, Never | 777, Refused | 999, Don't know",PX231201,,,,,,,,,,
dietary_intake_othervegetables_unit,phenx_dietary_intake_updated,,radio,"Is that in days, weeks, or months?","1, Days | 2, Weeks | 3, Months | 7, Refused | 9, Don't know",PX231201,,,,,,,,,,
dietary_intake_othervegetables_confirmation,phenx_dietary_intake_updated,,radio,28. You said (DISPLAY NUMBER FROM Q27) times per (DISPLAY UNIT FROM Q27). Is that correct?,"1, Yes | 2, No (Return to Q27) | 777, Refused | 999, Don't know",PX231201,,,,,([dietary_intake_othervegetables]>1 AND [dietary_intake_othervegetables_unit]=1) OR ([dietary_intake_othervegetables]>14 AND [dietary_intake_othervegetables_unit]=2) OR ([dietary_intake_othervegetables]>60 AND [dietary_intake_othervegetables_unit]=3),,,,,
dietary_intake_salsa,phenx_dietary_intake_updated,,text,"29.	(During the past month), how often did {you/SP} have Mexican-type salsa made with tomato? (You can tell me per day, per week or per month.) INTERVIEWER INSTRUCTIONS: INCLUDE: ALL TOMATO-BASED SALSAS.
",,PX231201,number,0,,,,,,,,
