Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
arterial_blood_gas_draw_conditions,phenx_arterial_blood_gas_abg,,radio,What blood drawn anaerobically from a peripheral artery via a single percutaneous needle puncture or from an indwelling arterial cannula or catheter for multiple samples?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX090202,,,,,,,,,,
arterial_blood_gas_date,phenx_arterial_blood_gas_abg,,text,What is today's date?,,PX090202,,,,,,,,,,
arterial_blood_gas_time_sample_collection,phenx_arterial_blood_gas_abg,,text,What is the time of sample collection?,,PX090202,,,,,,,,,,
arterial_blood_gas_patient_body_temperature,phenx_arterial_blood_gas_abg,,text,What is the patient's body temperature?,,degrees | | PX090202,,,,,,,,,,
arterial_blood_gas_patient_body_position,phenx_arterial_blood_gas_abg,,text,What is the patient's position when blood was drawn?,,PX090202,,,,,,,,,,
arterial_blood_gas_patient_activity_level,phenx_arterial_blood_gas_abg,,text,Please describe the patient's activity level.,,PX090202,,,,,,,,,,
arterial_blood_gas_patient_respiratory_rate,phenx_arterial_blood_gas_abg,,text,What is the patient's respiratory rate?,,breaths per min | | PX090202,,,,,,,,,,
arterial_blood_gas_patient_sample_site,phenx_arterial_blood_gas_abg,,text,What is the sample site?,,PX090202,,,,,,,,,,
arterial_blood_gas_patient_results_allen_test,phenx_arterial_blood_gas_abg,,text,What are the results of the Allen test?,,PX090202,,,,,,,,,,
arterial_blood_gas_inspired_oxygen_concentration,phenx_arterial_blood_gas_abg,,text,What is the inspired oxygen concentration?,,PX090202,,,,,,,,,,
arterial_blood_gas_supplemental_oxygen,phenx_arterial_blood_gas_abg,,text,What is the supplemental oxygen flow?,,PX090202,,,,,,,,,,
arterial_blood_gas_mode_supported_ventilation,phenx_arterial_blood_gas_abg,,text,What is the mode of supported ventilation?,,PX090202,,,,,,,,,,
