Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
section_a_medical_history,phenx_personal_history_of_allergies_infectious_dis,,descriptive,Section A. Medical History:,,PX0161602,,,,,,,,,,
pxt161602_aids,phenx_personal_history_of_allergies_infectious_dis,,radio,Acquired Immunodeficiency Syndrome (AIDS) or HIV Positive,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX0161602,,,,,,,,,,
pxt161602_aids_date_of_onset,phenx_personal_history_of_allergies_infectious_dis,,text,Acquired Immunodeficiency Syndrome (AIDS) or HIV Positive Date of Onset,,PX0161602,date_mdy,,,,,,,,,
pxt161602_arthritis,phenx_personal_history_of_allergies_infectious_dis,,radio,Arthritis,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX0161602,,,,,,,,,,
pxt161602_arthritis_date_of_onset,phenx_personal_history_of_allergies_infectious_dis,,text,Arthritis Date of Onset,,PX0161602,date_mdy,,,,,,,,,
pxt161602_asthma,phenx_personal_history_of_allergies_infectious_dis,,radio,Asthma,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX0161602,,,,,,,,,,
pxt161602_asthma_date_of_onset,phenx_personal_history_of_allergies_infectious_dis,,text,Asthma Date of Onset,,PX0161602,date_mdy,,,,,,,,,
pxt161602_bronchitis,phenx_personal_history_of_allergies_infectious_dis,,radio,Bronchitis,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX0161602,,,,,,,,,,
pxt161602_bronchitis_date_of_onset,phenx_personal_history_of_allergies_infectious_dis,,text,Bronchitis Date of Onset,,PX0161602,date_mdy,,,,,,,,,
pxt161602_cancer,phenx_personal_history_of_allergies_infectious_dis,,radio,Cancer,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX0161602,,,,,,,,,,
pxt161602_cancer_date_of_onset,phenx_personal_history_of_allergies_infectious_dis,,text,Cancer Date of Onset,,PX0161602,date_mdy,,,,,,,,,
pxt161602_chlamydia,phenx_personal_history_of_allergies_infectious_dis,,radio,Chlamydia,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX0161602,,,,,,,,,,
pxt161602_chlamydia_date_of_onset,phenx_personal_history_of_allergies_infectious_dis,,text,Chlamydia Date of Onset,,PX0161602,date_mdy,,,,,,,,,
pxt161602_diabetes,phenx_personal_history_of_allergies_infectious_dis,,radio,Diabetes,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX0161602,,,,,,,,,,
pxt161602_diabetes_date_of_onset,phenx_personal_history_of_allergies_infectious_dis,,text,Diabetes Date of Onset,,PX0161602,date_mdy,,,,,,,,,
pxt161602_dizziness,phenx_personal_history_of_allergies_infectious_dis,,radio,Dizziness,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX0161602,,,,,,,,,,
