Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
ocular_any_cataract_ever,phenx_systemic_lupus_erythematosus,"Ocular (either eye, by clinical assessment)",radio,Any cataract ever (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
ocular_retinal_change_optic_atrophy,phenx_systemic_lupus_erythematosus,,radio, Retinal change or optic atrophy (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
neuropsychiatric_cognitive_impairment,phenx_systemic_lupus_erythematosus,Neuropsychiatric,radio," Cognitive impairment (e.g., memory deficit, difficulty with calculation, poor concentration, difficulty in spoken or written language, impaired performance level) or major psychosis (Score 1)","0, No | 1, Yes",PX0171001,,,,,,,,,,
neuropsychiatric_seizures,phenx_systemic_lupus_erythematosus,,radio,Seizures requiring therapy for 6 months (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
neuropsychiatric_cerebrovascular_accident_ever,phenx_systemic_lupus_erythematosus,,radio, Cerebrovascular accident ever (score 2 if > 1) (Score 1 (2)),"0, No | 1, Yes | 2, Yes, more than 1",PX0171001,,,,,,,,,,
neuropsychiatric_cranial_or_peripheral_neuropathy,phenx_systemic_lupus_erythematosus,,radio, Cranial or peripheral neuropathy (excluding optic) (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
neuropsychiatric_transverse_myelitis,phenx_systemic_lupus_erythematosus,,radio,Transverse myelitis (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
renal_glomerular_filtration_rate,phenx_systemic_lupus_erythematosus,Renal,radio,Estimated or measured glomerular filtration rate < 50% (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
renal_proteinuria,phenx_systemic_lupus_erythematosus,,radio,Renal  Proteinuria > = 3.5 gm/24 hours,"0 , No|1 , Yes",PX0171001,,,,,,,,,,
renal_endstage_renal_disease,phenx_systemic_lupus_erythematosus,,radio,End-stage renal disease (regardless of dialysis or transplantation) (Score 3),"0, No | 3, Yes",PX0171001,,,,,,,,,,
pulmonary_hypertension,phenx_systemic_lupus_erythematosus,Pulmonary,radio,"Pulmonary hypertension (right ventricular prominence, or loud P2) (Score 1)","0, No | 1, Yes",PX0171001,,,,,,,,,,
pulmonary_fibrosis,phenx_systemic_lupus_erythematosus,,radio, Pulmonary fibrosis (physical and radiograph) (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
pulmonary_shrinking_lung,phenx_systemic_lupus_erythematosus,,radio,Shrinking lung (radiograph) (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
pulmonary_pleural_fibrosis,phenx_systemic_lupus_erythematosus,,radio,Pleural fibrosis (radiograph) (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
infarction,phenx_systemic_lupus_erythematosus,,radio, Pulmonary infarction (radiograph) (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
cardiovascular_angina_coronary_artery_bypass,phenx_systemic_lupus_erythematosus,Cardiovascular,radio,Angina or coronary artery bypass (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
cardiovascular_myocardial_infarction_ever,phenx_systemic_lupus_erythematosus,,radio,Myocardial infarction ever (score 2 if >I)  (Score 1 (2)),"0, No | 1, Yes | 2, Yes, more than 1",PX0171001,,,,,,,,,,
cardiovascular_cardiomyopathy,phenx_systemic_lupus_erythematosus,,radio,Cardiomyopathy (ventricular dysfunction) (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
cardiovascular_valvular_disease,phenx_systemic_lupus_erythematosus,,radio," Valvular disease (diastolic, murmur, or systolic murmur >3/6)  (Score 1)","0, No | 1, Yes",PX0171001,,,,,,,,,,
cardiovascular_pericarditis,phenx_systemic_lupus_erythematosus,,radio," Pericarditis for 6 months, or pericardiectomy  (Score 1)","0, No | 1, Yes",PX0171001,,,,,,,,,,
peripheral_vascular_claudication,phenx_systemic_lupus_erythematosus,Peripheral vascular ,radio, Claudication for 6 months (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
peripheral_vascular_minor_tissue_loss,phenx_systemic_lupus_erythematosus,,radio,Minor tissue loss (pulp space) (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
peripheral_vascular_significant_tissue_loss,phenx_systemic_lupus_erythematosus,,radio," Significant tissue loss ever (e.g., loss of digit or limb) (score 2 if >1 site) (Score 1 (2))","0, No | 1, Yes | 2, Yes, more than 1 site",PX0171001,,,,,,,,,,
peripheral_vascular_venous_thrombosis,phenx_systemic_lupus_erythematosus,,radio," Venous thrombosis with swelling, ulceration, or venous stasis (Score 1)","0, No | 1, Yes",PX0171001,,,,,,,,,,
gastrointestinal_infarction_resection_of_bowel,phenx_systemic_lupus_erythematosus,Gastrointestinal,radio,"Infarction or resection of bowel below duodenum, spleen, liver, or gall bladder ever, for cause any (score 2 if > 1) (Score 1 (2))","0, No | 1, Yes | 2, Yes, more than 1 site",PX0171001,,,,,,,,,,
gastrointestinal_mesenteric_insufficiency,phenx_systemic_lupus_erythematosus,,radio,Mesenteric insufficiency (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
gastrointestinal_chronic_peritonitis,phenx_systemic_lupus_erythematosus,,radio, Chronic peritonitis (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
gastrointestinal_stricture_gastrointestinal_tract_surgery,phenx_systemic_lupus_erythematosus,,radio,Stricture or upper gastrointestinal tract surgery ever (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
musculoskeletal_muscle_atrophy,phenx_systemic_lupus_erythematosus,Musculoskeletal,radio,Muscle atrophy or weakness (Score 1),"0, No | 1, Yes",PX0171001,,,,,,,,,,
musculoskeletal_arthritis,phenx_systemic_lupus_erythematosus,,radio," Deforming or erosive arthritis (including reducible deformities, excluding avascular necrosis) (Score 1)","0, No | 1, Yes",PX0171001,,,,,,,,,,
