Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
alcohol_30day_frequency,phenx_alcohol_30_day_quantity_and_frequency,,text,"Think specifically about the past 30 days, from [DATEFILL*], up to and including today. During the past 30 days, on how many days did you drink one or more drinks of an alcoholic beverage?

* DATEFILL is the date 30 days prior to the date of the interview.",,days | | PX030301,integer,0,30,,,,,,,
alcohol_30day_frequency_coded,phenx_alcohol_30_day_quantity_and_frequency,,radio,,"97, Refused | 99, Don't know",PX030301,,,,,[alcohol_30day_frequency] <= 0 or [alcohol_30day_frequency] >= 30,,,,,
alcohol_30day_quantity,phenx_alcohol_30_day_quantity_and_frequency,,text,"On the days that you drank during the past 30 days, how many drinks did you usually have each day? Count as a drink a can or bottle of beer; a wine cooler or a glass of wine, champagne, or sherry; a shot of liquor or a mixed drink or cocktail.",,drinks | | PX030301,integer,1,90,,,,,,,
alcohol_30day_quantity_coded,phenx_alcohol_30_day_quantity_and_frequency,,radio,,"97, Refused | 99, Don't know",PX030301,,,,,[alcohol_30day_quantity] <= 1 or [alcohol_30day_quantity] >= 90,,,,,
alcohol_30day_desc_2,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,"Definition of a standard drink: 1 12oz bottle of beer, 1 glass 4oz non-fortified wine, 1 mixed drink with 1oz liquor.",,PX030301,,,,,,,,,,
alcohol_30day_desc_3,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,"If respondent needs a visual reference for the size of a drink, the flashcards from the Wave 1 National Epidemiologic Survey on Alcohol and Related Conditions (NESARC) study are provided below:",,PX030301,,,,,,,,,,
alcohol_30day_desc_4,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,Card 1A. Cooler ounce size,,PX030301,,,,,,,,,,
alcohol_30day_desc_5,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,Card 1B. Cooler ounce size,,PX030301,,,,,,,,,,
alcohol_30day_desc_6,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,Card 1C. Cooler ounce size,,PX030301,,,,,,,,,,
alcohol_30day_desc_7,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,Card 2A. Wine ounce size,,PX030301,,,,,,,,,,
alcohol_30day_desc_8,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,Card 2B. Wine ounce size,,PX030301,,,,,,,,,,
alcohol_30day_desc_9,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,Card 2C. Wine ounce size,,PX030301,,,,,,,,,,
alcohol_30day_desc_10,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,Card 3A. Liquor ounce size,,PX030301,,,,,,,,,,
alcohol_30day_desc_11,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,Card 3B. Liquor ounce size,,PX030301,,,,,,,,,,
alcohol_30day_desc_12,phenx_alcohol_30_day_quantity_and_frequency,,descriptive,Card 3C. Liquor ounce size,,PX030301,,,,,,,,,,
