Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
desc20303_1,phenx_body_composition_triceps_skinfold_thickness,,descriptive,"Triceps Skinfold: The triceps skinfold is measured at the mid-point of the upper arm. The procedures for making this mark are explained in Upper Arm Length. Follow the procedures after that to perform the triceps skinfold measure.Upper Arm Length:1. Position the participant: Direct the participant to turn away from you. Ask him or her to stand upright with weight evenly distributed on both feet, the right arm bent 90º at the elbow, and the right palm facing up. Demonstrate the correct position if necessary.2. Mark the measurement site: Locate the end of the spine of the right scapula by following the scapula out to the arm until it makes a sharp V-turn to the front of the body. Using the cosmetic pencil, make a horizontal line on the uppermost edge of the posterior border of the spine extending from the acromion process (see Exhibit 1).3. Take the measurement: Hold the zero end of the measuring tape at this mark and extend the tape down the posterior surface of the arm to the tip of the olecranon process, the bony part of the mid-elbow (Exhibit 2). Take the measurement to the nearest 0.1 cm. IMPORTANT: The tape must be centered on the posterior surface of the arm. Exhibit 2 shows the correct placement of the measuring tape centered on the posterior surface of the arm, whereas Exhibit 3 shows the measuring tape placed incorrectly.4. Divide the measure in half to calculate the mid-point of the measured length. Make a horizontal mark at the mid-point and cross this mark with a perpendicular line (Exhibit 4). IMPORTANT: The vertical line must be centered on the posterior surface of the arm.5. After marking the arm, the participant can relax his or her arm",,PX020303,,,,,,,,,,
desc2_02303,phenx_body_composition_triceps_skinfold_thickness,,descriptive,"1. Position the participant: Ask the participant to turn so that you stand behind his or her right side. Have the participant stand upright with weight evenly distributed on both feet, the shoulders relaxed, and the arms hanging loosely at the sides. Flexing or tightening the arm muscles when the measurement is made will yield an inaccurate measurement.2. Grasp the skinfold: Using your thumb and index finger, grasp a fold of skin and subcutaneous adipose tissue approximately 2.0 cm above the mid-arm circumference mark. If you have difficulty separating the skinfold from the triceps muscle, start at the elbow where the tissue tends to be looser and work your way up to the mark. Ensure that the skinfold consists of a double thickness and sits parallel to the long axis of the arm.3. Position the caliper: Holding the skinfold 2.0 cm above the ircumference mark, place the tips of the caliper jaws over the complete skinfold. Ensure that the mark remains centered between the tips and that the jaws sit perpendicular to the length of the skinfold. Exhibit 5 shows the correct placement of the caliper for this measurement.4. Take the measurement: Continue to hold the skinfold in place and release the caliper handle to exert full tension on the skinfold. Wait 3 seconds for the needle on the caliper dial to settle on an accurate measurement. Read the thickness to the nearest 0.2 mm.5. Record the result. Remove the caliper jaws first and then release the skinfold",,PX020303,,,,,,,,,,
bodycomposition_tricep_training,phenx_body_composition_triceps_skinfold_thickness,,radio,Have the study staff undergone any training or retraining in anthropometric data collection?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX020303,,,,,,,,,,
bodycomposition_tricep_duplicate_measurements,phenx_body_composition_triceps_skinfold_thickness,,radio,Will duplicate measurements be taken?,"UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No",PX020303,,,,,,,,,,
bodycomposition_tricep_adequate_training,phenx_body_composition_triceps_skinfold_thickness,,radio,Is the team adequately staffed so that more than one person is available for proper collection of measurements where required?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX020303,,,,,,,,,,
bodycomposition_tricep_quality_training,phenx_body_composition_triceps_skinfold_thickness,,radio,Has the staff been properly trained to acquire an accurate recording of the protocols and measurements units of data collection?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX020303,,,,,,,,,,
bodycomposition_tricep_proper_equipment,phenx_body_composition_triceps_skinfold_thickness,,radio,Has the staff been properly trained in the use of and have access to required and properly calibrated equipment?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX020303,,,,,,,,,,
bodycomposition_tricep_subject_instructions1,phenx_body_composition_triceps_skinfold_thickness,,radio,"Was the participant instructed to stand upright with weight evenly distributed on both feet, right arm bent 90 degrees at the elbow, and the right palm facing up?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX020303,,,,,,,,,,
bodycomposition_tricep_halfway_measurement_marking,phenx_body_composition_triceps_skinfold_thickness,,radio,"After locating the end of the spine of the right scapula by following the scapula out to the arm until it makes a sharp V-turn to the front of the body, using a cosmetic pencil, was a horizontal line made at the uppermost edge of the posterior border of the spine extending from the acromion process (see exhibit 1)?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX020303,,,,,,,,,,
bodycomposition_tricep_halfway_measurement_method,phenx_body_composition_triceps_skinfold_thickness,,radio,"Holding the zero end of the measuring tape at the horizontal line mark, was a measurement taken by extending the tape down the posterior surface of the arm to the tip of the olecranon process (the bony part of the elbow, exhibit 2)?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX020303,,,,,,,,,,
bodycomposition_tricep_halfway_measurement,phenx_body_composition_triceps_skinfold_thickness,,text,"What was the measurement, to the nearest 0.1 cm?",,centimeters | | PX020303,,,,,,,,,,
