Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
health_literacy_record_id,phenx_health_literacy,,text,Record ID,,PX270401,,,,,,,,,,
health_literacy_introduction,phenx_health_literacy,,descriptive,"<p>Short Assessment of Health Literacy-English (SAHL-E)</p><p>Directions to the Interviewer:</p><ol start=""1"" style=""margin-top:0;margin-bottom:0;""> <li><span>Before the test, the interviewer should say to the examinee:</span></li></ol> <p>&ldquo;I&rsquo;m going to show you cards with 3 words on them. First, I&rsquo;d like you to read the top word out loud. Next, I&rsquo;ll read the two words underneath and I&rsquo;d like you to tell me which of the two words is more similar to or has a closer association with the top word. If you don&rsquo;t know, please say &lsquo;I don&rsquo;t know&rsquo;. Don&rsquo;t guess.&rdquo;</p><ol start=""2"" style=""margin-top:0;margin-bottom:0;""> <li><span>Show the examinee the first card. </span></li></ol> <ol start=""3"" style=""margin-top:0;margin-bottom:0;""> <li><span>The interviewer should say to the examinee:</span></li></ol> <p>&ldquo;Now, please, read the top word out loud.&rdquo;</p><ol start=""4"" style=""margin-top:0;margin-bottom:0;""> <li><span>The interviewer should have a clipboard with a score sheet to record the examinee&rsquo;s answers. The clipboard should be held such that the examinee cannot see or be distracted by the scoring procedure. </span></li></ol> <ol start=""5"" style=""margin-top:0;margin-bottom:0;""> <li><span>The interviewer will then read the key and distracter (the two words at the bottom of the card) and then say:</span></li></ol> <p>&ldquo;Which of the two words is most similar to the top word? If you don&rsquo;t know the answer, please say &lsquo;I don&rsquo;t know&rsquo;.&rdquo;</p><ol start=""6"" style=""margin-top:0;margin-bottom:0;""> <li><span>The interviewer may repeat the instructions so that the examinee feels comfortable with the procedure. </span></li></ol> <ol start=""7"" style=""margin-top:0;margin-bottom:0;""> <li><span>Continue the test with the rest of the cards.</span></li></ol> <ol start=""8"" style=""margin-top:0;margin-bottom:0;""> <li><span>A correct answer for each test item is determined by both correct pronunciation and accurate association. Each correct answer gets one point. Once the test is completed, the interviewer should tally the total points to generate the SAHL-E score. </span></li></ol> <p>A score between 0 and 14 suggests the examinee has low health literacy.</p>",,PX270401,,,,,,,,,,
health_literacy_kidney,phenx_health_literacy,"Which of the two words is most similar to the top word? If you don't know the answer, please say 'I don't know'.",radio,Kidney,"1, Urine | 0, Fever | UNDEFINED, Don't know",PX270401,,,,,,,LV,,,
health_literacy_occupation,phenx_health_literacy,"Which of the two words is most similar to the top word? If you don't know the answer, please say 'I don't know'.",radio,Occupation,"1, Work|0, Education|UNDEFINED, Don't know",PX270401,,,,,,,LV,,,
health_literacy_medication,phenx_health_literacy,"Which of the two words is most similar to the top word? If you don't know the answer, please say 'I don't know'.",radio,Medication,"0, Instrument|1, Treatment|UNDEFINED, Don't know",PX270401,,,,,,,LV,,,
health_literacy_nutrition,phenx_health_literacy,"Which of the two words is most similar to the top word? If you don't know the answer, please say 'I don't know'.",radio,Nutrition,"1, Healthy|0, Soda|UNDEFINED, Don't know",PX270401,,,,,,,LV,,,
health_literacy_miscarriage,phenx_health_literacy,"Which of the two words is most similar to the top word? If you don't know the answer, please say 'I don't know'.",radio,Miscarriage,"1, Loss|0, Marriage|UNDEFINED, Don't know",PX270401,,,,,,,LV,,,
health_literacy_infection,phenx_health_literacy,"Which of the two words is most similar to the top word? If you don't know the answer, please say 'I don't know'.",radio,Infection,"0, Plant|1, Virus|UNDEFINED, Don't know",PX270401,,,,,,,LV,,,
health_literacy_alcoholism,phenx_health_literacy,"Which of the two words is most similar to the top word? If you don't know the answer, please say 'I don't know'.",radio,Alcoholism,"1, Addiction|0, Recreation|UNDEFINED, Don't know",PX270401,,,,,,,LV,,,
health_literacy_pregnancy,phenx_health_literacy,"Which of the two words is most similar to the top word? If you don't know the answer, please say 'I don't know'.",radio,Pregnancy,"1, Birth|0, Childhood|UNDEFINED, Don't know",PX270401,,,,,,,LV,,,
