Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
concentrated_poverty_record_id,phenx_concentrated_poverty,,text,Record ID,,PX290201,,,,,,,,,,
introduction,phenx_concentrated_poverty,,descriptive,"This protocol includes instructions for calculating concentrated poverty using data from two summary tables of ACS data: Table S1701: Poverty Status in the Past 12 Months, and Table </span><a name=""_Hlk10455455""><span>C17002</span></a><span>: Ratio of Income to Poverty Level in the Past 12 Months.</p><p>The American Community Survey (ACS) data used in this protocol can be accessed by using the &ldquo;Download Center&rdquo; or &ldquo;Advanced Search&rdquo; at the U.S. Census Bureau&rsquo;s Data.census.gov portal (<a href=""data.census.gov"">http://data.census.gov/</a>). You can search for a table by its id (i.e. C17002).</p><p>The Poverty Concentration Index can be calculated by dividing the total number of individuals below the poverty level in high poverty neighborhoods by the total number of individuals below the poverty level. Instructions for calculating these values using two different Census tables are below.</p><p>Calculating ""Concentrated Poverty Index"" using data in ACS 5-Year &ldquo;Table S1701: Poverty Status in the Past 12 Months.&rdquo;</p><p>Table S1701: Poverty Status in the Past 12 Months</p><table> <tr style=""height:12.7pt;""> <td><p>Variable Code</p></td><td><p>Variable Name</p></td></tr> <tr style=""height:24.8pt;""> <td><p>S1701_C01_046E</p></td><td><p>Total; Estimate; Population for whom poverty status is determined</p></td></tr> <tr style=""height:25.45pt;""> <td><p>S1701_C02_046E</p></td><td><p>Below poverty level; Estimate; Population for whom poverty status is determined</p></td></tr> <tr style=""height:25.45pt;""> <td><p>S1701_C03_046E</p></td><td><p>Percent below poverty level; Estimate; Population for whom poverty status is determined</p></td></tr> </table> <p>The total number of individuals below the poverty level in the region of interest can be calculated by taking the sum of variable S1701_C02_046E for all areas in the region.</p><p>The total number of individuals below the poverty level in high poverty neighborhoods can be calculated by taking the sum of variable S1701_C02_046E for all areas where S1701_C03_046E is greater than 35.</p><p>Note: Table S1071 is also grouped by age, race, educational attainment, employment status, work experience, and sex so poverty concentration index can be calculated for groups in these categories. Table S1071 is only available grouped by census tract for 2012 and later and is not available grouped by block group.</p><p>Calculating ""Concentrated Poverty Index"" using data in ACS 5-Year &ldquo;Table C17002: Ratio of Income to Poverty Level in the Past 12 Months.&rdquo;</p><p>Table C17002: Ratio of Income to Poverty Level in the Past 12 Months</p><table> <tr style=""height:12.7pt;""> <td><p>Variable Code</p></td><td><p>Variable Name</p></td></tr> <tr style=""height:12.1pt;""> <td><p>C17002_001E</p></td><td><p>Estimate; Total:</p></td></tr> <tr style=""height:12.7pt;""> <td><p>C17002_002E</p></td><td><p>Estimate; Total: - Under .50</p></td></tr> <tr style=""height:12.1pt;""> <td><p>C17002_003E</p></td><td><p>Estimate; Total: - .50 to .99</p></td></tr> </table> <p>The total number of individuals below the poverty level in the region of interest can be calculated by taking the sum of variables C17002_002E and C17002_003E for all areas in the region.</p><p>The total number of individuals below the poverty level in high poverty neighborhoods can be calculated by taking the sum of variables C17002_002E and C17002_003E for all areas where S1701_C03_046E is greater than 35.</p><p>Note: Table C17002 is only available grouped by census tract for 2009 and later and grouped by block group for 2013 and later.",,PX290201,,,,,,,,,,
total_estimate,phenx_concentrated_poverty,,text,Population for whom poverty status is determined - Total - Estimate,,PX290201,integer,,,,,,,,,
total_error,phenx_concentrated_poverty,,text,Population for whom poverty status is determined - Total - Margin of Error,,PX290201,integer,,,,,,,,,
below_level_estimate,phenx_concentrated_poverty,,text,Population for whom poverty status is determined - Below Poverty Level - Estimate,,PX290201,integer,,,,,,,,,
below_level_error,phenx_concentrated_poverty,,text,Population for whom poverty status is determined - Below Poverty Level - Margin of Error,,PX290201,integer,,,,,,,,,
percent_below_level_estimate,phenx_concentrated_poverty,,text,Population for whom poverty status is determined - Percent Below Poverty Level - Estimate,,PX290201,number,,,,,,,,,
percent_below_level_error,phenx_concentrated_poverty,,text,Population for whom poverty status is determined - Percent Below Poverty Level - Margin of Error,,PX290201,number,,,,,,,,,
age_under_18_years_total_estimate,phenx_concentrated_poverty,,text,Population for whom poverty status is determined - Age - Under 18 years - Total - Estimate,,PX290201,integer,,,,,,,,,
age_under_18_years_total_error,phenx_concentrated_poverty,,text,Population for whom poverty status is determined - Age - Under 18 years - Total - Margin of Error,,PX290201,integer,,,,,,,,,
age_under_18_years_below_level_estimate,phenx_concentrated_poverty,,text,Population for whom poverty status is determined - Age - Under 18 years - Below Poverty Level - Estimate,,PX290201,integer,,,,,,,,,
