Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
child_care_quality_educational_settings_other_program_center,phenx_child_care_quality_formal_child_care_educational_set,,radio,"Does CHILD spend any time in any (other) child care center, preschool, Head Start, or pre-kindergarten program for 4 or more hours each week? ","0 , No (Go to Section B)|1 , Yes (if Yes, complete grid using prompts below)",PX300301,,,,,[child_care_quality_educational_settings_other_program_center]='1',,,,,
child_care_quality_educational_settings_other_program_center_name_type,phenx_child_care_quality_formal_child_care_educational_set,,radio,What program is this? (name and type of program),"1 , child's home|2 , Someone else's home|3 , center care or educational setting|4 , other",PX300301,,,,,[child_care_quality_educational_settings_other_program_center]='1',,,,,
child_care_quality_educational_settings_other_program_center_hours,phenx_child_care_quality_formal_child_care_educational_set,,text,How many hours per week (is child cared for in this arrangement/does CHILD go to school?,,hours | | PX300301,number,,,,[child_care_quality_educational_settings_other_program_center]='1',,,,,
child_care_quality_educational_settings_other_program_center_parent_presence,phenx_child_care_quality_formal_child_care_educational_set,,radio,Are you regularly present during any of this time?,"00 , No|01 , Yes",PX300301,,,,,[child_care_quality_educational_settings_other_program_center]='1',,,,,
child_care_quality_educational_settings_other_program_center_parent_presence_hours,phenx_child_care_quality_formal_child_care_educational_set,,text,"If yes, how many hours a week are you present?",,hours | | PX300301,number,,,,[child_care_quality_educational_settings_other_program_center_parent_presence]='01',,,,,
child_care_quality_educational_settings_other_program_center_primary_caregiver,phenx_child_care_quality_formal_child_care_educational_set,,radio,Is the primary (caregiver/teacher) related to CHILD?,"00 , No|01 , Yes",PX300301,,,,,[child_care_quality_educational_settings_other_program_center]='1',,,,,
child_care_quality_educational_settings_other_program_center_primary_caregiver_related,phenx_child_care_quality_formal_child_care_educational_set,,radio,"If yes, how are they related?","0 , mother|1 , Mother's husband/partner|2 , Child's sib under 18|3 , Other child under 18|4 , Child's grandparent|5 , Other adult relative|7 , Unrelated adult|8 , Other|9 , Biological father (not mother's husb/part)",PX300301,,,,,[child_care_quality_educational_settings_other_program_center_primary_caregiver]='01',,,,,
child_care_quality_educational_settings_other_program_center_primary_caregiver_related_other,phenx_child_care_quality_formal_child_care_educational_set,,text,"If yes, how are they related? Other (specify):",,PX300301,,,,,[child_care_quality_educational_settings_other_program_center_primary_caregiver_related]='8',,,,,
child_care_quality_educational_settings_other_program_center_child_age,phenx_child_care_quality_formal_child_care_educational_set,,text,How old in months was CHILD when (CHILD started this arrangement/CHILD started going to NAME OF PROGRAM) for 4 or more hours per week?,,months | | PX300301,number,,,,[child_care_quality_educational_settings_other_program_center]='1',,,,,
child_care_quality_educational_settings_other_program_center_children,phenx_child_care_quality_formal_child_care_educational_set,,text,"How many children, including your own are usually present at any one time in CHILD's (classroom/group) while CHILD is there? ",,PX300301,number,,,,[child_care_quality_educational_settings_other_program_center]='1',,,,,
