Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
date_640202,phenx_intensity_of_suicidal_ideation_continuum_adult,,text,Today's Date:,,PX0640202,date_dmy,,,,,,,,,
crisis_date_640202,phenx_intensity_of_suicidal_ideation_continuum_adult,,text,Times of Crisis - Approximate Date at the Most Severe Point,,PX0640202,date_dmy,,,,,,,,,
living_dying_640202,phenx_intensity_of_suicidal_ideation_continuum_adult,,descriptive,Section I - Characteristics of Attitude Toward Living/Dying:,,PX0640202,,,,,,,,,,
wish_to_live_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,1.  Wish to Live,"0, Moderate to strong =0 | 1, Weak =1 | 2, None =2",PX0640202,,,,,,,,,,
wish_to_die_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,2. Wish to Die,"0, None =0 | 1, Weak =1 | 2, Moderate to strong =2",PX0640202,,,,,,,,,,
reasons_for_livingdying_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,3. Reasons for Living/Dying,"0, For living outweigh for dying =0 | 1, About equal =1 | 2, For dying outweigh for living =2",PX0640202,,,,,,,,,,
desire_active_suicide_attempt_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,4. Desire to Make Active Suicide Attempt,"0, None =0 | 1, Weak =1 | 2, Moderate to strong =2",PX0640202,,,,,,,,,,
passive_suicidal_attempt_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,5. Passive Suicidal Attempt,"0, Would take precautions to save life =0 | 1, Would leave life/death to chance (e.g., carelessly crossing a busy street) =1 | 2, Would avoid steps necessary to save or maintain life (e.g., diabetic ceasing to take insulin) =2",PX0640202,,,,,,,,,,
skip_640202,phenx_intensity_of_suicidal_ideation_continuum_adult,,descriptive,"If all four code entries for Items 4 and 5 are ""0,"" skip Sections II, III, and IV.",,PX0640202,,,,,,,,,,
section_ii_640202,phenx_intensity_of_suicidal_ideation_continuum_adult,,descriptive,Section II. - Characteristics of Suicide Ideation/Wish,,PX0640202,,,,,,,,,,
time_dimension_duration_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,6. Time Dimension: Duration,"0, Brief, fleeting periods =0 | 1, Longer periods =1 | 2, Continuous (chronic), or almost continuous =2",PX0640202,,,,,,,,,,
time_dimension_frequency_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,7. Time Dimension: Frequency,"0, Rare, occasional =0 | 1, Intermittent =1 | 2, Persistent or continuous =2",PX0640202,,,,,,,,,,
attitude_toward_ideation_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,8. Attitude Toward Ideation/Wish,"0, Rejecting =0 | 1, Ambivalent; indifferent =1 | 2, Accepting =2",PX0640202,,,,,,,,,,
control_over_suicidal_action_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,9. Control Over Suicidal Action/Acting Out Wish,"0, Has sense of control =0 | 1, Unsure of control =1 | 2, Has no sense of control =2",PX0640202,,,,,,,,,,
deterrents_active_suicideattempt_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,"10. Deterrents to Active Attempt (e.g., family, religion; possibility of serious injury if unsuccessful; irreversibility)  Please describe any deterrents below.","0, Would not attempt suicide because of a deterrent=0 | 1, Some concern about deterrents=1 | 2, Minimal or no concern about deterrents=2",PX0640202,,,,,,,,,,
deterrents_active_suicideattempt_indicate_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,text,"Deterrents to Active Attempt (e.g., family, religion; possibility of serious injury if unsuccessful; irreversibility)  Indicate deterrents, if any:",,PX0640202,,,,,,,,,,
reasons_contemplated_suicide_attempt_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,11. Reason for Contemplated Attempt,"0, To manipulate the environment; get attention revenge =0 | 1, Combination of ""0"" and ""2"" =1 | 2, Escape, surcease, solve problems =2",PX0640202,,,,,,,,,,
section_iii_640202,phenx_intensity_of_suicidal_ideation_continuum_adult,,descriptive,Section III - Characteristics of Contemplated Attempt,,PX0640202,,,,,,,,,,
suicide_method_specificity_planning_current,phenx_intensity_of_suicidal_ideation_continuum_adult,,radio,12. Method: Specificity/Planning,"0, Not considered =0 | 1, Considered, but details not worked out =1 | 2, Details worked out/well formulated =2",PX0640202,,,,,,,,,,
