Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
quantitive_factor_eight_clotting_sample_collection,quantitative_factor_eight_clotting,,radio,Were the sample collection procedures outlined in Lippi et al. (2012) to ensure quality specimens for coagulation testing followed?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_individual_winged_butterfly,quantitative_factor_eight_clotting,,radio,Was a winged butterfly collection system used?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_individual_discard_tube,quantitative_factor_eight_clotting,,radio,Was a discard tube drawn?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,[quantitive_factor_eight_individual_winged_butterfly] = 'UNDEFINED_CODE',,,,,
quantitive_factor_eight_clotting_sample_processing,quantitative_factor_eight_clotting,,radio,Were the sample collection procedures outlined in Adcock Funk et al. (2012) followed?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_clotting_sample_processing_capped_room_temp,quantitative_factor_eight_clotting,,radio,Did unprocessed or processed sodium citrate samples remain capped and at room temperature until testing?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_clotting_sample_processing_not_refrigerated_stored,quantitative_factor_eight_clotting,,radio,Were samples not refrigerated or stored on ice or in an ice bath?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_clotting_sample_processing_not_transported_vertically,quantitative_factor_eight_clotting,,radio,Were samples not transported vertically?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_clotting_sample_processing_not_agitated,quantitative_factor_eight_clotting,,radio,Were samples not agitated during transportation to avoid remixing of components?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_clotting_sample_processing_transported_stored,quantitative_factor_eight_clotting,,radio,Were procedures for samples transportation and storage followed?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_clotting_sample_processing_unprocessed_sodium_citrate,quantitative_factor_eight_clotting,,radio,Were samples transported and stored as unprocessed sodium citrate whole blood samples?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_clotting_sample_processing_whole_blood_centrifuged,quantitative_factor_eight_clotting,,radio,Were samples transported and stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_clotting_sample_processing_plasma_processed_centrifugation,quantitative_factor_eight_clotting,,radio,Were samples transported and stored as plasma processed by centrifugation and aliquoting into a second tube?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_clotting_individual_whole_blood_ppp,quantitative_factor_eight_clotting,,radio,Were whole blood samples processed to platelet poor plasma (PPP) within 1 hour of collection?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,[quantitive_factor_eight_clotting_sample_processing_plasma_processed_centrifugation] = 'UNDEFINED_CODE' || [quantitive_factor_eight_clotting_sample_processing_whole_blood_centrifuged] = 'UNDEFINED_CODE',,,,,
quantitive_factor_eight_clotting_individual_whole_blood_assayed,quantitative_factor_eight_clotting,,radio,Were samples assayed within 4 hours of collection?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,[quantitive_factor_eight_clotting_sample_processing_plasma_processed_centrifugation] = 'UNDEFINED_CODE' || [quantitive_factor_eight_clotting_sample_processing_whole_blood_centrifuged] = 'UNDEFINED_CODE',,,,,
quantitive_factor_eight_clotting_individual_centrifuge_validated,quantitative_factor_eight_clotting,,radio,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,[quantitive_factor_eight_clotting_sample_processing_plasma_processed_centrifugation] = 'UNDEFINED_CODE' || [quantitive_factor_eight_clotting_sample_processing_whole_blood_centrifuged] = 'UNDEFINED_CODE',,,,,
quantitive_factor_eight_clotting_individual_frozen_immediately,quantitative_factor_eight_clotting,,radio,Were centrifuged samples frozen immedietely and stored at -20C for 2 weeks?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,[quantitive_factor_eight_clotting_sample_processing_plasma_processed_centrifugation] = 'UNDEFINED_CODE' || [quantitive_factor_eight_clotting_sample_processing_whole_blood_centrifuged] = 'UNDEFINED_CODE',,,,,
quantitive_factor_eight_clotting_individual_transferred_storage,quantitative_factor_eight_clotting,,radio,"Were samples transferred to <-70C for longer storage, including shipment?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,[quantitive_factor_eight_clotting_sample_processing_plasma_processed_centrifugation] = 'UNDEFINED_CODE' || [quantitive_factor_eight_clotting_sample_processing_whole_blood_centrifuged] = 'UNDEFINED_CODE',,,,,
quantitive_factor_eight_clotting_bethesda_assay_nijmegen_modification_one,quantitative_factor_eight_clotting,,radio,Were appropriate assays and instruments to perform the Bethesda assay with Nijmegen modification using the one-stage clotting factor assay chosen?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
quantitive_factor_eight_clotting_interpretation_results,quantitative_factor_eight_clotting,,radio,Was a result of >= 0.6 Bethesda Units (BU) per mL on two or more separate assays over a 1-4 week period achieved?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX910502,,,,,,,,,,
