Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
title_610201,phenx_broad_psychopathology_adult,,descriptive,DSM-5 Self-Rated Level 1 Cross-Cutting Symptom Measure-Adult,,PX0610201,,,,,,,,,,
relationship_to_sample_person,phenx_broad_psychopathology_adult,,text,"If this questionnaire is completed by an informant, what is your relationship with the individual?",,PX0610201,,,,,,,,,,
hours_with_sample_person,phenx_broad_psychopathology_adult,,text,"In a typical week, approximately how much time do you spend with the individual?  hours/week",,Hours | | PX0610201,number,,,,,,,,,
instructions_610201,phenx_broad_psychopathology_adult,,descriptive,"Instructions: The questions below ask about things that might have bothered you. For each question, select the choice that best describes how much (or how often) you have been bothered by each problem during the past TWO (2) WEEKS.",,PX0610201,,,,,,,,,,
little_interest_pleasure,phenx_broad_psychopathology_adult,,radio,Little interest or pleasure in doing things?,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
feeling_depressed,phenx_broad_psychopathology_adult,,radio,"Feeling down, depressed, or hopeless?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
feeling_irritated_angry,phenx_broad_psychopathology_adult,,radio,"Feeling more irritated, grouchy, or angry than usual?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
little_sleep_same_energy,phenx_broad_psychopathology_adult,,radio,"Sleeping less than usual, but still have a lot of energy?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
doing_more_than_usual,phenx_broad_psychopathology_adult,,radio,Starting lots more projects than usual or doing more risky things than usual?,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
feeling_nervous_anxious,phenx_broad_psychopathology_adult,,radio,"Feeling nervous, anxious, frightened, worried, or on edge?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
feeling_panic,phenx_broad_psychopathology_adult,,radio,Feeling panic or being frightened?,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
avoiding_anxious_situations,phenx_broad_psychopathology_adult,,radio,Avoiding situations that make you anxious,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
unexplained_aches,phenx_broad_psychopathology_adult,,radio,"Unexplained aches and pains (e.g., head, back, joints, abdomen, legs)?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
feeling_illnesses_not_taken_seriously,phenx_broad_psychopathology_adult,,radio,Feeling that your illnesses are not being taken seriously enough?,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
thoughts_of_hurting_self,phenx_broad_psychopathology_adult,,radio,Thoughts of actually hurting yourself?,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
hearing_voices,phenx_broad_psychopathology_adult,,radio," Hearing things other people couldn't hear, such as voices even when no one was around?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
hear_thoughts,phenx_broad_psychopathology_adult,,radio,"Feeling that someone could hear your thoughts, or that you could hear what another person was thinking?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
sleep_problems,phenx_broad_psychopathology_adult,,radio,Problems with sleep that affected your sleep quality over all?,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
memory_problems,phenx_broad_psychopathology_adult,,radio,"Problems with memory (e.g., learning new information) or with location (e.g., finding your way home)?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
unpleasant_thoughts,phenx_broad_psychopathology_adult,,radio,"Unpleasant thoughts, urges, or images that repeatedly enter your mind?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
perform_acts_overandover,phenx_broad_psychopathology_adult,,radio,Feeling driven to perform certain behaviors or mental acts over and over again?,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
feeling_detached_from_body,phenx_broad_psychopathology_adult,,radio,"Feeling detached or distant from yourself, your body, your physical surroundings, or your memories?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
not_knowing_self,phenx_broad_psychopathology_adult,,radio,Not knowing who you really are or what you want out of life?,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
not_feeling_close_to_others,phenx_broad_psychopathology_adult,,radio,Not feeling close to other people or enjoying your relationships with them?,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
four_or_more_drinks,phenx_broad_psychopathology_adult,,radio,Drinking at least 4 drinks of any kind of alcohol in a single day?,"0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
tobacco_use,phenx_broad_psychopathology_adult,,radio,"Smoking any cigarettes, a cigar, or pipe, or using snuff or chewing tobacco?","0, None (Not at all) | 1, Slight (Rare, less than a day or two) | 2, Mild (Several Days) | 3, Moderate (More than half the days) | 4, Severe (Nearly every day)",PX0610201,,,,,,,,,,
