Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
lifetime_use_desc_1,phenx_alcohol_lifetime_use,,descriptive,"The next question is about drinking alcohol. This includes coolers, beer, wine, champagne, liquor such as whiskey, rum, gin, vodka, scotch, or liqueurs, and also any other type of alcohol.",,PX030101,,,,,,,,,,
lifetime_use,phenx_alcohol_lifetime_use,,radio,"In your entire life, have you had at least 1 drink of any kind of alcohol, not counting small tastes or sips?","1, Yes | 2, No",PX030101,,,,,,,,,,
lifetime_use_desc_2,phenx_alcohol_lifetime_use,,descriptive,"Definition of a standard drink: 1 12oz bottle of beer, 1 glass 4oz non-fortified wine, 1 mixed drink with 1oz liquor.",,PX030101,,,,,,,,,,
lifetime_use_desc_3,phenx_alcohol_lifetime_use,,descriptive,"If respondent needs a visual reference for the size of a drink, the flashcards from the Wave 1 National Epidemiologic Survey on Alcohol and Related Conditions (NESARC) study are provided below:",,PX030101,,,,,,,,,,
lifetime_use_desc_4,phenx_alcohol_lifetime_use,,descriptive,Card 1A. Cooler ounce size,,PX030101,,,,,,,,,,
lifetime_use_desc_5,phenx_alcohol_lifetime_use,,descriptive,Card 1B. Cooler ounce size,,PX030101,,,,,,,,,,
lifetime_use_desc_6,phenx_alcohol_lifetime_use,,descriptive,Card 1C. Cooler ounce size,,PX030101,,,,,,,,,,
lifetime_use_desc_7,phenx_alcohol_lifetime_use,,descriptive,Card 2A. Wine ounce size,,PX030101,,,,,,,,,,
lifetime_use_desc_8,phenx_alcohol_lifetime_use,,descriptive,Card 2B. Wine ounce size,,PX030101,,,,,,,,,,
lifetime_use_desc_9,phenx_alcohol_lifetime_use,,descriptive,Card 2C. Wine ounce size,,PX030101,,,,,,,,,,
lifetime_use_desc_10,phenx_alcohol_lifetime_use,,descriptive,Card 3A. Liquor ounce size,,PX030101,,,,,,,,,,
lifetime_use_desc_11,phenx_alcohol_lifetime_use,,descriptive,Card 3B. Liquor ounce size,,PX030101,,,,,,,,,,
lifetime_use_desc_12,phenx_alcohol_lifetime_use,,descriptive,Card 3C. Liquor ounce size,,PX030101,,,,,,,,,,
