Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
instructions_070301,phenx_passive_smoke_exposure,,descriptive,We are interested in your exposure to smoke from other people's cigarettes and tobacco products.,,PX070301,,,,,,,,,,
exposure_smoke_childhood,phenx_passive_smoke_exposure,,radio,Were you exposed to smoke from other people's cigarettes or tobacco products during Childhood at home?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070301,,,,,,,,,,
exposure_smoke_childhood_hours,phenx_passive_smoke_exposure,,text,For how many hours per day?,,PX070301,number,0,24,,[exposure_smoke_childhood] = 'UNDEFINED_CODE',,,,,
exposure_smoke_childhood_hours_coded,phenx_passive_smoke_exposure,,radio,For how many hours per day?,"UNDEFINED_CODE,Don't know",PX070301,,,,,[exposure_smoke_childhood] = 'UNDEFINED_CODE',,,,,
exposure_smoke_childhood_years,phenx_passive_smoke_exposure,,text,For how many years?,,PX070301,number,,,,[exposure_smoke_childhood] = 'UNDEFINED_CODE',,,,,
exposure_smoke_childhood_years_coded,phenx_passive_smoke_exposure,,radio,For how many years?,"UNDEFINED_CODE,Don't know",PX070301,,,,,[exposure_smoke_childhood] = 'UNDEFINED_CODE',,,,,
exposure_smoke_adulthood_home,phenx_passive_smoke_exposure,,radio,Were you exposed to smoke from other people's cigarettes or tobacco products during Adulthood at home?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070301,,,,,,,,,,
exposure_smoke_adulthood_home_hours,phenx_passive_smoke_exposure,,text,For how many hours per day?,,PX070301,number,0,24,,[exposure_smoke_adulthood_home] = 'UNDEFINED_CODE',,,,,
exposure_smoke_adulthood_home_hours_coded,phenx_passive_smoke_exposure,,radio,For how many hours per day?,"UNDEFINED_CODE,Don't know",PX070301,,,,,[exposure_smoke_adulthood_home] = 'UNDEFINED_CODE',,,,,
exposure_smoke_adulthood_home_years,phenx_passive_smoke_exposure,,text,For how many years?,,PX070301,number,,,,[exposure_smoke_adulthood_home] = 'UNDEFINED_CODE',,,,,
exposure_smoke_adulthood_home_years_coded,phenx_passive_smoke_exposure,,radio,For how many years?,"UNDEFINED_CODE,Don't know",PX070301,,,,,[exposure_smoke_adulthood_home] = 'UNDEFINED_CODE',,,,,
exposure_smoke_adulthood_work,phenx_passive_smoke_exposure,,radio,Were you exposed to smoke from other people's cigarettes or tobacco products during Adulthood at work?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070301,,,,,,,,,,
exposure_smoke_adulthood_work_hours,phenx_passive_smoke_exposure,,text,For how many hours per day?,,PX070301,number,0,24,,[exposure_smoke_adulthood_work] = 'UNDEFINED_CODE',,,,,
exposure_smoke_adulthood_work_hours_coded,phenx_passive_smoke_exposure,,radio,For how many hours per day?,"UNDEFINED_CODE,Don't know",PX070301,,,,,[exposure_smoke_adulthood_work] = 'UNDEFINED_CODE',,,,,
exposure_smoke_adulthood_work_years,phenx_passive_smoke_exposure,,text,For how many years?,,PX070301,number,,,,[exposure_smoke_adulthood_work] = 'UNDEFINED_CODE',,,,,
exposure_smoke_adulthood_work_years_coded,phenx_passive_smoke_exposure,,radio,For how many years?,"UNDEFINED_CODE,Don't know",PX070301,,,,,[exposure_smoke_adulthood_work] = 'UNDEFINED_CODE',,,,,
exposure_smoke_social_settings,phenx_passive_smoke_exposure,,radio,"Were you exposed to smoke from other people's cigarettes or tobacco products during In social settings such as bars, restaurants, bowling alleys, bingo halls, and friends' homes?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070301,,,,,,,,,,
exposure_smoke_social_settings_hours,phenx_passive_smoke_exposure,,text,For how many hours per day?,,PX070301,number,0,24,,[exposure_smoke_social_settings] = 'UNDEFINED_CODE',,,,,
exposure_smoke_social_settings_hours_coded,phenx_passive_smoke_exposure,,radio,For how many hours per day?,"UNDEFINED_CODE,Don't know",PX070301,,,,,[exposure_smoke_social_settings] = 'UNDEFINED_CODE',,,,,
exposure_smoke_social_settings_years,phenx_passive_smoke_exposure,,text,For how many years?,,PX070301,number,,,,[exposure_smoke_social_settings] = 'UNDEFINED_CODE',,,,,
exposure_smoke_social_settings_years_coded,phenx_passive_smoke_exposure,,radio,For how many years?,"UNDEFINED_CODE,Don't know",PX070301,,,,,[exposure_smoke_social_settings] = 'UNDEFINED_CODE',,,,,
exposure_smoke_present_time_hours,phenx_passive_smoke_exposure,,text,"At the present time, how many hours per day are you exposed to the smoke of others?",,PX070301,number,,,,,,,,,
