Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
ultraviolet_intro,phenx_ultraviolet_light_exposure,,file,The following questions focus on your complexion and your exposure to the sun.,,PX061301,,,,,,,,,,
skin_reaction,phenx_ultraviolet_light_exposure,,radio,"If you spent an hour in the mid-day sun for the first time without sunscreen, which of these reactions best describes what would happen to your skin:","1 , A blistering sunburn|2 , A sunburn without blisters|3 , A mild sunburn that becomes a tan|4 , A tan with no sunburn|5 , No change in skin color",PX061301,,,,,,,,,,
blistering_sunburn_ever,phenx_ultraviolet_light_exposure,,radio,Did you ever get a blistering sunburn?,"1 , YES|2 , NO",PX061301,,,,,,,,,,
first_sunburn_age_exact,phenx_ultraviolet_light_exposure,,text,How many years old were you the first time you got a blistering sunburn?,,PX061301,number,,,,[blistering_sunburn_ever] = '1',,,,,
first_sunburn_age_exact_coded,phenx_ultraviolet_light_exposure,,radio,How old were you the first time you got a blistering sunburn?,"98 , DK",PX061301,,,,,[blistering_sunburn_ever] = '1',,,,,
first_sunburn_age_estimate,phenx_ultraviolet_light_exposure,,radio,About how old were you?,"01 , UNDER 5 YEARS OLD|02 , 5 - 14 YEARS OLD|03 , 15 - 24 YEARS OLD|04 , 25 - 39 YEARS OLD|05 , 40 - 64 YEARS OLD|06 , 65 YEARS OLD OR OLDER",PX061301,,,,,[first_sunburn_age_exact_coded] = '98',,,,,
last_sunburn_age_exact,phenx_ultraviolet_light_exposure,,text,How many years old were you the last time you got a blistering sunburn?,,PX061301,number,,,,[blistering_sunburn_ever] = '1',,,,,
last_sunburn_age_exact_coded,phenx_ultraviolet_light_exposure,,radio,How old were you the last time you got a blistering sunburn?,"98 , DK",PX061301,,,,,[blistering_sunburn_ever] = '1',,,,,
last_sunburn_age_estimate,phenx_ultraviolet_light_exposure,,radio,About how old were you?,"01 , UNDER 5 YEARS OLD|02 , 5 - 14 YEARS OLD|03 , 15 - 24 YEARS OLD|04 , 25 - 39 YEARS OLD|05 , 40 - 64 YEARS OLD|06 , 65 YEARS OLD OR OLDER",PX061301,,,,,[last_sunburn_age_exact_coded] = '98',,,,,
sunburn_times_exact,phenx_ultraviolet_light_exposure,,text,How many blistering sunburns have you gotten in your life?,,PX061301,number,,,,[blistering_sunburn_ever] = '1',,,,,
sunburn_times_exact_coded,phenx_ultraviolet_light_exposure,,radio,How many blistering sunburns have you gotten in your life?,"98 , DK",PX061301,,,,,[blistering_sunburn_ever] = '1',,,,,
sunburn_times_estimate,phenx_ultraviolet_light_exposure,,radio,About how many?,"1, 1 OR 2 | 2, 3 OR 4 | 3, 5 - 9 | 4, 10 - 19 | 5, 20 OR MORE",PX061301,,,,,[sunburn_times_exact_coded] = '98',,,,,
skin_rash_ever,phenx_ultraviolet_light_exposure,,radio,Did you ever get a skin rash from sun exposure?,"1 , YES|2 , NO",PX061301,,,,,,,,,,
first_skin_rash_age_exact,phenx_ultraviolet_light_exposure,,text,How many years old were you the first time you got a skin rash from sun exposure?,,PX061301,number,,,,[skin_rash_ever] = '1',,,,,
first_skin_rash_age_exact_coded,phenx_ultraviolet_light_exposure,,radio,How old were you the first time you got a skin rash from sun exposure?,"98 , DK",PX061301,,,,,[skin_rash_ever] = '1',,,,,
first_skin_rash_age_estimate,phenx_ultraviolet_light_exposure,,radio,About how old were you?,"01 , UNDER 5 YEARS OLD|02 , 5 - 14 YEARS OLD|03 , 15 - 24 YEARS OLD|04 , 25 - 39 YEARS OLD|05 , 40 - 64 YEARS OLD|06 , 65 YEARS OLD OR OLDER",PX061301,,,,,[first_skin_rash_age_exact_coded] = '98',,,,,
