Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
had_cancer,phenx_cancer_treatments,,radio,Have you ever had cancer?,"UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No",PX071101,,,,,,,,,,
cancer_site,phenx_cancer_treatments,,text,Cancer Site/Type: (Example: Breast Cancer),,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_laterality,phenx_cancer_treatments,,radio,Laterality:,"UNDEFINED_CODE, Left | UNDEFINED_CODE_1, Right | UNDEFINED_CODE_2, Both | UNDEFINED_CODE_3, Not Applicable",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_diagnosis_date,phenx_cancer_treatments,,text,Date of Diagnosis:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_diagnosis_age,phenx_cancer_treatments,,text,Age of Diagnosis:,,PX071101,number,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_surgery,phenx_cancer_treatments,,radio,Did you have Surgery for this Cancer:,"UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No | UNDEFINED_CODE_2, Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_surgery_name,phenx_cancer_treatments,,text,Name of Procedure: (Example: Radical mastectomy [left]),,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_surgery] = 'UNDEFINED_CODE',,,,,
cancer_surgery_date,phenx_cancer_treatments,,text,Surgery Date:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_surgery] = 'UNDEFINED_CODE',,,,,
cancer_surgery_hospital,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_surgery] = 'UNDEFINED_CODE',,,,,
cancer_chemotherapy,phenx_cancer_treatments,,radio,Did you receive Chemotherapy for this Cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_chemotherapy_drug_name,phenx_cancer_treatments,,radio,Type of Chemo: ,"UNDEFINED_CODE, Adriamycin® | UNDEFINED_CODE_1, Taxol® (Paclitaxel) | UNDEFINED_CODE_2, Taxotere® (Docetaxel) | UNDEFINED_CODE_3, Cytoxan® | UNDEFINED_CODE_4, Xeloda® | UNDEFINED_CODE_5, Leucovorin® | UNDEFINED_CODE_6, Fluorouracil® | UNDEFINED_CODE_7, Methotrexate | UNDEFINED_CODE_8, Herceptin® | UNDEFINED_CODE_9, Avastin® | UNDEFINED_CODE_10, Aromasin® | UNDEFINED_CODE_11, Femara® | UNDEFINED_CODE_12, Other",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_chemotherapy] = 'UNDEFINED_CODE',,,,,
cancer_chemotherapy_completed_date,phenx_cancer_treatments,,text,Date Chemo completed:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_chemotherapy] = 'UNDEFINED_CODE',,,,,
cancer_chemotherapy_hospital,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_chemotherapy] = 'UNDEFINED_CODE',,,,,
cancer_radiation,phenx_cancer_treatments,,radio,Did you receive Radiation for this Cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_radiation_completed_date,phenx_cancer_treatments,,text,Date Radiation completed:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_radiation] = 'UNDEFINED_CODE',,,,,
cancer_radiation_hospital,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_radiation] = 'UNDEFINED_CODE',,,,,
cancer_hormonal_therapy,phenx_cancer_treatments,,radio,Did you receive Hormonal Therapy for this Cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_hormonal_therapy_drug_name,phenx_cancer_treatments,,radio,Name of Hormone Therapy:,"UNDEFINED_CODE, Tamoxifen | UNDEFINED_CODE_1, Aromasin® | UNDEFINED_CODE_2, Femara® | UNDEFINED_CODE_3, Other",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_hormonal_therapy] = 'UNDEFINED_CODE',,,,,
cancer_hormonal_therapy_started_date,phenx_cancer_treatments,,text,Date Hormonal Therapy started:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_hormonal_therapy] = 'UNDEFINED_CODE',,,,,
cancer_hormonal_therapy_hospital,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_hormonal_therapy] = 'UNDEFINED_CODE',,,,,
cancer_other_therapy,phenx_cancer_treatments,,radio,Did you receive any other type(s) of therapy?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_other_therapy_name,phenx_cancer_treatments,,text,Name of Other Therapy:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_other_therapy] = 'UNDEFINED_CODE',,,,,
cancer_other_therapy_started_date,phenx_cancer_treatments,,text,Date Other Therapy started:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_other_therapy] = 'UNDEFINED_CODE',,,,,
cancer_other_therapy_hospital,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_other_therapy] = 'UNDEFINED_CODE',,,,,
cancer_recurrence,phenx_cancer_treatments,,radio,Have you had a Recurrence with this Cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_recurrence_date,phenx_cancer_treatments,,text,Date of Recurrence:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_recurrence] = 'UNDEFINED_CODE',,,,,
cancer_recurrence_site,phenx_cancer_treatments,,text,"Where did this cancer recur? (ex. lung, breast, liver)",,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [cancer_recurrence] = 'UNDEFINED_CODE',,,,,
cancer_recurrence_hospital,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_second_intro,phenx_cancer_treatments,,descriptive,"If you have been diagnosed with more than one cancer, please complete the following:",,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
had_second_cancer,phenx_cancer_treatments,,radio,Have you ever had a second cancer?,"UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_site2,phenx_cancer_treatments,,text,Cancer Site/Type: (Example: Second Cancer: Breast Cancer),,PX071101,,,,,[had_second_cancer] = 'UNDEFINED_CODE' and [had_cancer] = 'UNDEFINED_CODE',,,,,
cancer_laterality2,phenx_cancer_treatments,,radio,Laterality:,"UNDEFINED_CODE, Left | UNDEFINED_CODE_1, Right | UNDEFINED_CODE_2, Both | UNDEFINED_CODE_3, Not Applicable",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE',,,,,
cancer_diagnosis_date2,phenx_cancer_treatments,,text,Date of Diagnosis:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE',,,,,
cancer_diagnosis_age2,phenx_cancer_treatments,,text,Age of Diagnosis:,,PX071101,number,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE',,,,,
cancer_surgery2,phenx_cancer_treatments,,radio,Did you have Surgery for this Cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE',,,,,
cancer_surgery_name2,phenx_cancer_treatments,,text,Name of Procedure:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_surgery2] = 'UNDEFINED_CODE',,,,,
cancer_surgery_date2,phenx_cancer_treatments,,text,Surgery Date:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_surgery2] = 'UNDEFINED_CODE',,,,,
cancer_surgery_hospital2,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_surgery2] = 'UNDEFINED_CODE',,,,,
cancer_chemotherapy2,phenx_cancer_treatments,,radio,Did you receive Chemotherapy for this Cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE',,,,,
cancer_chemotherapy_drug_name2,phenx_cancer_treatments,,radio,Type of Chemo:,"UNDEFINED_CODE, Adriamycin® | UNDEFINED_CODE_1, Taxol® (Paclitaxel) | UNDEFINED_CODE_2, Taxotere® (Docetaxel) | UNDEFINED_CODE_3, Cytoxan® | UNDEFINED_CODE_4, Xeloda® | UNDEFINED_CODE_5, Leucovorin® | UNDEFINED_CODE_6, Fluorouracil® | UNDEFINED_CODE_7, Methotrexate | UNDEFINED_CODE_8, Herceptin® | UNDEFINED_CODE_9, Avastin® | UNDEFINED_CODE_10, Aromasin® | UNDEFINED_CODE_11, Femara® | UNDEFINED_CODE_12, Other",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_chemotherapy2] = 'UNDEFINED_CODE',,,,,
cancer_chemotherapy_started_date2,phenx_cancer_treatments,,text,Date Chemotherapy started:,,PX071101,date_mdy,1/1/1955,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_chemotherapy2] = 'UNDEFINED_CODE',,,,,
cancer_chemotherapy_hospital2,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_chemotherapy2] = 'UNDEFINED_CODE',,,,,
cancer_radiation2,phenx_cancer_treatments,,radio,Did you receive Radiation for this Cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE',,,,,
cancer_radiation_started_date2,phenx_cancer_treatments,,text,Date Radiation started:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_radiation2] = 'UNDEFINED_CODE',,,,,
cancer_radiation_hospital2,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_radiation2] = 'UNDEFINED_CODE',,,,,
cancer_hormonal_therapy2,phenx_cancer_treatments,,radio,Did you receive Hormonal Therapy for this Cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE',,,,,
cancer_hormonal_therapy_drug_name2,phenx_cancer_treatments,,radio,Name of Hormone Therapy:,"UNDEFINED_CODE, Tamoxifen | UNDEFINED_CODE_1, Aromasin® | UNDEFINED_CODE_2, Femara® | UNDEFINED_CODE_3, Other",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_hormonal_therapy2] = 'UNDEFINED_CODE',,,,,
cancer_hormonal_therapy_started_date2,phenx_cancer_treatments,,text,Date Hormonal Therapy started:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_hormonal_therapy2] = 'UNDEFINED_CODE',,,,,
cancer_hormonal_therapy_hospital2,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_hormonal_therapy2] = 'UNDEFINED_CODE',,,,,
cancer_other_therapy2,phenx_cancer_treatments,,radio,Did you receive any other type(s) of therapy?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE',,,,,
cancer_other_therapy_name2,phenx_cancer_treatments,,text,Name of Other Therapy:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_other_therapy2] = 'UNDEFINED_CODE',,,,,
cancer_other_therapy_started_date2,phenx_cancer_treatments,,text,Date Other Therapy started:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_other_therapy2] = 'UNDEFINED_CODE',,,,,
cancer_other_therapy_hospital2,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_other_therapy2] = 'UNDEFINED_CODE',,,,,
cancer_recurrence2,phenx_cancer_treatments,,radio,Have you had a Recurrence with this Cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Not Sure",PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE',,,,,
cancer_recurrence_date2,phenx_cancer_treatments,,text,Date of Recurrence:,,PX071101,date_mdy,1/1/1900,12/31/2099,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_recurrence2] = 'UNDEFINED_CODE',,,,,
cancer_recurrence_site2,phenx_cancer_treatments,,text,"Where did this cancer recur? (ex. lung, breast, liver)",,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_recurrence2] = 'UNDEFINED_CODE',,,,,
cancer_recurrence_hospital2,phenx_cancer_treatments,,text,Treatment Hospital:,,PX071101,,,,,[had_cancer] = 'UNDEFINED_CODE' and [had_second_cancer] = 'UNDEFINED_CODE' and [cancer_recurrence2] = 'UNDEFINED_CODE',,,,,
