Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
current_residence_intro,phenx_characteristics_of_current_residence,,descriptive,Note: Multiple source protocols are being recommended for measuring current residence characteristics.,,PX060101,,,,,,,,,,
dwelling_type,phenx_characteristics_of_current_residence,,radio,"What is the type of dwelling?  [To distinguish between the types of buildings, you may ask:  How many other families live in the building? and/or  How many other families live on this floor?]","1 , Detached house|2 , Duplex/Triplex|3 , Row house|4 , Low rise apartment (1-3 floors)|5 , High rise apartment (>3 floors)|6 , Mobile home / Trailer|7 , Other",PX060101,,,,,,,,,,
dwelling_type_specify_other,phenx_characteristics_of_current_residence,,text,"If ""Other,"" Specify the type of dwelling.  [To distinguish between the types of buildings, you may ask:  How many other families live in the building? and/or  How many other families live on this floor?]",,PX060101,,,,,[dwelling_type] = '7',,,,,
house_farm_use,phenx_characteristics_of_current_residence,,radio,Is this property actively used as a farm or ranch?,"1 , YES|2 , NO",PX060101,,,,,,,,,,
building_age,phenx_characteristics_of_current_residence,,text,What is the approximate age of your building?  Age of building,,PX060101,number,,,,,,,,,
building_year_built,phenx_characteristics_of_current_residence,,text,What is the approximate age of your building?  Year built,,PX060101,number,,,,,,,,,
building_residence_month,phenx_characteristics_of_current_residence,,text,When did you start living there?  MONTH,,PX060101,number,1,12,,,,,,,
building_residence_year,phenx_characteristics_of_current_residence,,text,When did you start living there?  YEAR,,PX060101,number,,,,,,,,,
building_residence_age,phenx_characteristics_of_current_residence,,text,When did you start living there?  AGE,,PX060101,number,,,,,,,,,
residence_move_month,phenx_characteristics_of_current_residence,,text,When did you move from there?  MONTH,,PX060101,number,1,12,,,,,,,
residence_move_year,phenx_characteristics_of_current_residence,,text,When did you move from there?  YEAR,,PX060101,number,,,,,,,,,
residence_move_age,phenx_characteristics_of_current_residence,,text,When did you move from there?  AGE,,PX060101,number,,,,,,,,,
years_at_address,phenx_characteristics_of_current_residence,,text,How many years (have/did) you live(d) there?,,PX060101,number,,,,,,,,,
house_garage_attached,phenx_characteristics_of_current_residence,,radio,Is there an enclosed garage attached to this (house/apartment)?,"1 , YES|2 , NO",PX060101,,,,,,,,,,
garage_vehicle_parked,phenx_characteristics_of_current_residence,,radio,"Are automobiles, vans, trucks or other motor vehicles parked in this attached garage?","1 , YES|2 , NO",PX060101,,,,,[house_garage_attached] = '1',,,,,
house_gas_powered_device_storage,phenx_characteristics_of_current_residence,,radio,"Are any gas-powered devices stored in any room, basement, or attached garage in this (house/apartment)? DO NOT INCLUDE CARS, VANS, OR TRUCKS. DO INCLUDE MOTORCYCLES, GAS-POWERED LAWNMOWERS, TRIMMERS OR BLOWERS, BOAT ENGINES, ETC.","1, YES | 2, NO | 9, DON'T KNOW",PX060101,,,,,,,,,,
