Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
ever_have_high_blood_pressure,phenx_blood_pressure_adult_primary,,radio,Has a doctor or nurse ever said that you have high blood pressure or hypertension?,"1 , No|2 , Yes|8 , Not Sure",PX040301,,,,,,,,,,
age_have_high_blood_pressure,phenx_blood_pressure_adult_primary,,text,At what age were you first told this?,,PX040301,number,,,,[ever_have_high_blood_pressure] = '2',,,,,
hbp_during_pregnancy_only,phenx_blood_pressure_adult_primary,,radio,FOR WOMEN: Was this during pregnancy only?,"1, No | 2, Yes",PX040301,,,,,[ever_have_high_blood_pressure] = '2',,,,,
ever_take_hbp_medication,phenx_blood_pressure_adult_primary,,radio,Have you ever taken medication for hypertension/high blood pressure?,"0 , No|1 , Yes, now|2 , Yes, not now|9 , unknown",PX040301,,,,,,,,,,
age_take_hbp_medication,phenx_blood_pressure_adult_primary,,text,At what age did you begin taking medicine for this?,,PX040301,number,,,,[ever_take_hbp_medication] = '1' or [ever_take_hbp_medication] = '2',,,,,
age_take_hbp_medication_coded,phenx_blood_pressure_adult_primary,,radio,At what age did you begin taking medicine for this?,"99 , unknown",PX040301,,,,,[ever_take_hbp_medication] = '1' or [ever_take_hbp_medication] = '2',,,,,
sphygmomanometer,phenx_blood_pressure_adult_primary,,text,"Blood pressure measurement, sphygmomanometer name and model.",,PX040301,,,,,,,,,,
cardio_003_image002,phenx_blood_pressure_adult_primary,,descriptive,Cuff size - image,,PX040301,,,,,,,,,,
cuff_size,phenx_blood_pressure_adult_primary,,radio,"Blood pressure measurement, cuff size.","UNDEFINED_CODE,S|UNDEFINED_CODE_1,M|UNDEFINED_CODE_2,L|UNDEFINED_CODE_3,XL",PX040301,,,,,,,,,,
cardio_003_image004,phenx_blood_pressure_adult_primary,,descriptive,Wrapping blood pressure cuff - image,,PX040301,,,,,,,,,,
cardio_003_image006,phenx_blood_pressure_adult_primary,,descriptive,Locating brachial artery - image,,PX040301,,,,,,,,,,
cardio_003_image008,phenx_blood_pressure_adult_primary,,descriptive,Securing cuff firmly - image,,PX040301,,,,,,,,,,
cardio_003_image010,phenx_blood_pressure_adult_primary,,descriptive,AC adapter plugged in - image,,PX040301,,,,,,,,,,
cardio_003_image012,phenx_blood_pressure_adult_primary,,descriptive,Turn ON/Off button to on - image,,PX040301,,,,,,,,,,
cardio_003_image014,phenx_blood_pressure_adult_primary,,descriptive,Set the MODE selector - image,,PX040301,,,,,,,,,,
cardio_003_image016,phenx_blood_pressure_adult_primary,,descriptive,Set the P-SET (inflation level) - image,,PX040301,,,,,,,,,,
cardio_003_image018,phenx_blood_pressure_adult_primary,,descriptive,Connect the air - image,,PX040301,,,,,,,,,,
cardio_003_image020,phenx_blood_pressure_adult_primary,,descriptive,Taking measurements - image,,PX040301,,,,,,,,,,
systolic_blood_pressure_1,phenx_blood_pressure_adult_primary,,text,Systolic Pressure measurement 1 (mm Hg).,,mm Hg | | PX040301,number,,,,,,,,,
diastolic_blood_pressure_1,phenx_blood_pressure_adult_primary,,text,Diastolic Pressure measurement 1 (mm Hg).,,mm Hg | | PX040301,number,,,,,,,,,
systolic_blood_pressure_2,phenx_blood_pressure_adult_primary,,text,Systolic Pressure measurement 2 (mm Hg).,,mm Hg | | PX040301,number,,,,,,,,,
diastolic_blood_pressure_2,phenx_blood_pressure_adult_primary,,text,Diastolic Pressure measurement 2 (mm Hg).,,mm Hg | | PX040301,number,,,,,,,,,
systolic_blood_pressure_3,phenx_blood_pressure_adult_primary,,text,Systolic Pressure measurement 3 (mm Hg).,,mm Hg | | PX040301,number,,,,,,,,,
diastolic_blood_pressure_3,phenx_blood_pressure_adult_primary,,text,Diastolic Pressure measurement 3 (mm Hg).,,mm Hg | | PX040301,number,,,,,,,,,
blood_pressure_measurement_date,phenx_blood_pressure_adult_primary,,text,Date of measurement of blood pressure.,,PX040301,date_mdy,,,,,,,,,
