Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
quit_smoking_consider,phenx_smoking_quit_attempts,,radio,Are you considering quitting smoking during the next 6 months?,"UNDEFINED_CODE,Yes, plan to stop within next 30 days|UNDEFINED_CODE_1,Yes, plan to stop within next 6 months, but not within next 30 days|UNDEFINED_CODE_2,No, not thinking of quitting in next 6 months",PX071001,,,,,,,,,,
quit_smoking_attempt,phenx_smoking_quit_attempts,,radio,"In the past, have you ever made a serious attempt to quit smoking? That is, have you stopped smoking for at least one day or longer because you were trying to quit?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX071001,,,,,,,,,,
quit_smoking_longest_time,phenx_smoking_quit_attempts,,radio,What was the longest length of time you stopped smoking because you were trying to quit?,"UNDEFINED_CODE,Less than 1 week|UNDEFINED_CODE_1,1 to 3 weeks|UNDEFINED_CODE_2,1 to 2 months|UNDEFINED_CODE_3,3 to 11 months|UNDEFINED_CODE_4,1 to 4 years|UNDEFINED_CODE_5,5 to 9 years|UNDEFINED_CODE_6,10 years or more",PX071001,,,,,[quit_smoking_attempt] = 'UNDEFINED_CODE',,,,,
quit_smoking_age,phenx_smoking_quit_attempts,,text,How old were you when you most recently quit smoking?,,PX071001,number,,,,[quit_smoking_attempt] = 'UNDEFINED_CODE',,,,,
quit_smoking_product_nicotine_gum,phenx_smoking_quit_attempts,,radio,"Thinking of the most recent time you quit smoking, did you use any of the following products?  Nicotine gum:","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No",PX071001,,,,,[quit_smoking_attempt] = 'UNDEFINED_CODE',,,,,
quit_smoking_product_nicotine_patch,phenx_smoking_quit_attempts,,radio,"Thinking of the most recent time you quit smoking, did you use any of the following products?  Nicotine patch:","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No",PX071001,,,,,[quit_smoking_attempt] = 'UNDEFINED_CODE',,,,,
quit_smoking_product_nicotine_other,phenx_smoking_quit_attempts,,radio,"Thinking of the most recent time you quit smoking, did you use any of the following products?  Nicotine nasal spray, inhaler, lozenge, or tablet:","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No",PX071001,,,,,[quit_smoking_attempt] = 'UNDEFINED_CODE',,,,,
quit_smoking_product_prescription_pill,phenx_smoking_quit_attempts,,radio,"Thinking of the most recent time you quit smoking, did you use any of the following products?  Prescription pill such as Zyban®, Buproprion, or Wellbutrin®:","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No",PX071001,,,,,[quit_smoking_attempt] = 'UNDEFINED_CODE',,,,,
quit_smoking_product_none,phenx_smoking_quit_attempts,,radio,"Thinking of the most recent time you quit smoking, did you use any of the following products?  None of these:","UNDEFINED_CODE, Yes | UNDEFINED_CODE_1, No",PX071001,,,,,[quit_smoking_attempt] = 'UNDEFINED_CODE',,,,,
quit_smoking_professional_advise,phenx_smoking_quit_attempts,,radio,"During the past 12 months, did any doctor, dentist, nurse, or any other health professional advise you to quit smoking?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No, was not advised to quit|UNDEFINED_CODE_2,No, did not see a health professional in past 12 months|UNDEFINED_CODE_3,No, did not smoke in past 12 months",PX071001,,,,,,,,,,
