Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
ever_have_atrial_fibrillation,phenx_arrhythmia_atrial_and_ventricular,,radio,Have you been told you have/had a heart rhythm problem called atrial fibrillation?,"0 , No|1 , Yes|2 , Maybe|9 , Unknown",PX041101,,,,,,,,,,
first_episode_date,phenx_arrhythmia_atrial_and_ventricular,,text,Date of first episode (mm/dd/yyyy),,PX041101,date_mdy,,,,[ever_have_atrial_fibrillation] = '1',,,,,
first_episode_date_coded,phenx_arrhythmia_atrial_and_ventricular,,radio,Date of first episode (mm/dd/yyyy),"99,99,9999 , unknown",PX041101,,,,,,,,,,
atrial_fibrillation_er_hospitalized_md,phenx_arrhythmia_atrial_and_ventricular,,radio,ER/hospitalized or saw M.D.?,"0, No | 1, Hosp/ER | 2, Saw M.D. | 9, Unknown",PX041101,,,,,[ever_have_atrial_fibrillation] = '1',,,,,
atrial_fibrillation_hospitalized_at,phenx_arrhythmia_atrial_and_ventricular,,text,Hospitalized at:,,PX041101,,,,,[atrial_fibrillation_er_hospitalized_md] = '1',,,,,
atrial_fibrillation_md_seen,phenx_arrhythmia_atrial_and_ventricular,,text,M.D. seen:,,PX041101,,,,,[atrial_fibrillation_er_hospitalized_md] = '2',,,,,
pacemaker,phenx_arrhythmia_atrial_and_ventricular,,radio,Permanent pacemaker insertion?,"1 , Yes|0 , No|2 , Maybe|9 , Don't Know",PX041101,,,,,[ever_have_atrial_fibrillation] = '1',,,,,
pacemaker_year,phenx_arrhythmia_atrial_and_ventricular,,text,Year inserted permanent pacemaker.,,PX041101,number,1900,,,[ever_have_atrial_fibrillation] = '1',,,,,
pacemaker_year_coded,phenx_arrhythmia_atrial_and_ventricular,,radio,Year inserted permanent pacemaker.,"9999 , Unknown",PX041101,,,,,[ever_have_atrial_fibrillation] = '1' and [pacemaker] = '1',,,,,
cardiovascular_medication_anticoagulant,phenx_arrhythmia_atrial_and_ventricular,,radio,"Are you taking any of the cardiovascular medications below?  Anticoagulants (Coumadin, Warfarin, etc.)","0 , No|1 , Yes, now|2 , Yes, not now|3 , Maybe|9 , Unknown",PX041101,,,,,[ever_have_atrial_fibrillation] = '1',,,,,
cardiovascular_medication_antiarrhythmic,phenx_arrhythmia_atrial_and_ventricular,,radio,"Are you taking any of the cardiovascular medications below?  Antiarrhythmics (Quinidine, Procainamide, Norpace, Disopyramide, etc.)","0, No | 1, Yes, now | 2, Yes, not now | 3, Maybe | 9, Unknown",PX041101,,,,,[ever_have_atrial_fibrillation] = '1',,,,,
pxt41101_ecg_image_id,phenx_arrhythmia_atrial_and_ventricular,,text,Electrocardiogram Trace/Image ID.,,PX041101,,,,,,,,,,
ecg_other,phenx_arrhythmia_atrial_and_ventricular,,text,"Other, specify",,PX041101,,,,,,,,,,
cardio_011_image002,phenx_arrhythmia_atrial_and_ventricular,,descriptive,Limb leads - image,,PX041101,,,,,,,,,,
cardio_011_image004,phenx_arrhythmia_atrial_and_ventricular,,descriptive,V6 Electrode placement - image,,PX041101,,,,,,,,,,
cardio_011_image006,phenx_arrhythmia_atrial_and_ventricular,,descriptive,MAC PC and LCD display - image,,PX041101,,,,,,,,,,
cardio_011_image008,phenx_arrhythmia_atrial_and_ventricular,,descriptive,Typical Electrocardiogram using MAC PC,,PX041101,,,,,,,,,,
