Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
myocardial_infarction_heart_attack_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Myocardial infarction (heart attack)?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
myocardial_infarction_heart_attack_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Myocardial infarction (heart attack)?",,PX070801,number,,,,[myocardial_infarction_heart_attack_history] = 'UNDEFINED_CODE',,,,,
angina_pectoris_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Angina pectoris?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
angina_pectoris_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Angina pectoris?",,PX070801,number,,,,[angina_pectoris_history] = 'UNDEFINED_CODE',,,,,
angina_pectoris_confirmed_angiography,phenx_preexisting_conditions_associated_with_cancer,,radio,Confirmed angiography?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
coronary_bypass_history,phenx_preexisting_conditions_associated_with_cancer,,radio,"Have you had any of these clinician-diagnosed illnesses?  Coronary bypass, angioplasty, or stent?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
coronary_bypass_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Coronary bypass, angioplasty, or stent?",,PX070801,number,,,,[coronary_bypass_history] = 'UNDEFINED_CODE',,,,,
transient_ischemic_attack_tia_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Transient ischemic attack (TIA)?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
transient_ischemic_attack_tia_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Transient ischemic attack (TIA)?",,PX070801,number,,,,[transient_ischemic_attack_tia_history] = 'UNDEFINED_CODE',,,,,
stroke_cva_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Stroke (CVA)?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
stroke_cva_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Stroke (CVA)?",,PX070801,number,,,,[stroke_cva_history] = 'UNDEFINED_CODE',,,,,
dvt_thrombosis_pe_embolism_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Deep vein thrombosis/Pulmonary embolism?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
dvt_thrombosis_pe_embolism_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Deep vein thrombosis/Pulmonary embolism?",,PX070801,number,,,,[dvt_thrombosis_pe_embolism_history] = 'UNDEFINED_CODE',,,,,
melanoma_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Melanoma?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
melanoma_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Melanoma?",,PX070801,number,,,,[melanoma_history] = 'UNDEFINED_CODE',,,,,
basal_cell_skin_cancer_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Basal cell skin cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
basal_cell_skin_cancer_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Basal cell skin cancer?",,PX070801,number,,,,[basal_cell_skin_cancer_history] = 'UNDEFINED_CODE',,,,,
squamous_cell_skin_cancer_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Squamous cell skin cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
squamous_cell_skin_cancer_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Squamous cell skin cancer?",,PX070801,number,,,,[squamous_cell_skin_cancer_history] = 'UNDEFINED_CODE',,,,,
fibrocystic_benign_breast_disease_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Fibrocystic/other benign breast disease?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
fibrocystic_benign_breast_disease_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Fibrocystic/other benign breast disease?",,PX070801,number,,,,[fibrocystic_benign_breast_disease_history] = 'UNDEFINED_CODE',,,,,
fibrocystic_benign_breast_confirmed_biopsy,phenx_preexisting_conditions_associated_with_cancer,,radio,Confirmed by breast biopsy?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
fibrocystic_benign_breast_confirmed_aspiration,phenx_preexisting_conditions_associated_with_cancer,,radio,Confirmed by aspiration?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
breast_cancer_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Breast cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
breast_cancer_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Breast cancer?",,PX070801,number,,,,[breast_cancer_history] = 'UNDEFINED_CODE',,,,,
other_cancer_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Other cancer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
other_cancer_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Other cancer?",,PX070801,number,,,,[other_cancer_history] = 'UNDEFINED_CODE',,,,,
other_cancer_site,phenx_preexisting_conditions_associated_with_cancer,,text,Specify site of other cancer.,,PX070801,,,,,[other_cancer_history] = 'UNDEFINED_CODE',,,,,
colon_rectal_polyp_benign_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Colon or rectal polyp (benign)?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
colon_rectal_polyp_benign_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Colon or rectal polyp (benign)?",,PX070801,number,,,,[colon_rectal_polyp_benign_history] = 'UNDEFINED_CODE',,,,,
ulcerative_colitis_crohns_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Ulcerative colitis/Crohn's?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
ulcerative_colitis_crohns_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Ulcerative colitis/Crohn's?",,PX070801,number,,,,[ulcerative_colitis_crohns_history] = 'UNDEFINED_CODE',,,,,
gastric_duodenal_ulcer_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Gastric or duodenal ulcer?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
gastric_duodenal_ulcer_year,phenx_preexisting_conditions_associated_with_cancer,,text,"Year of Diagnosis,  Gastric or duodenal ulcer?",,PX070801,number,,,,[gastric_duodenal_ulcer_history] = 'UNDEFINED_CODE',,,,,
barretts_esophagus_history,phenx_preexisting_conditions_associated_with_cancer,,radio,Have you had any of these clinician-diagnosed illnesses?  Barrett's Esophagus?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070801,,,,,,,,,,
