Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
ever_have_myocardial_infarction,phenx_myocardial_infarction,,radio,Has a doctor ever told you that you had a myocardial infarction or heart attack?,"1 , Yes|0 , No|9 , Don't Know",PX040801,,,,,,,,,,
ever_have_stent,phenx_myocardial_infarction,,radio,"Have you had an outpatient or day surgery procedure to unblock blocked or narrowed blood vessels of the heart (called a PTCA, coronary angioplasty, stent, or atherectomy)?","1 , Yes|0 , No",PX040801,,,,,,,,,,
chest_discomfort,phenx_myocardial_infarction,,radio,"Was there an acute episode of pain, discomfort or tightness in the chest, left arm or jaw within 72 hours of the hospitalization or within 72 hours of the in-hospital event?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Unknown",PX040801,,,,,,,,,,
chest_discomfort_non_cardiac,phenx_myocardial_infarction,,radio,Was the discomfort or pain diagnosed as having a non-cardiac origin?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Unknown",PX040801,,,,,,,,,,
electrocardiogram,phenx_myocardial_infarction,,radio,Were electrocardiograms (ECGs or EKGs) recorded?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Unknown",PX040801,,,,,[chest_discomfort_non_cardiac] = 'UNDEFINED_CODE',,,,,
cardio_008_image002,phenx_myocardial_infarction,,descriptive,Dates of ECGs - image,,PX040801,,,,,,,,,,
serum_enzyme,phenx_myocardial_infarction,,radio,Were any cardiac enzyme measurements performed during this admission?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX040801,,,,,,,,,,
liver_disease,phenx_myocardial_infarction,,radio,"Did the participant have any active liver disease (cirrhosis, hepatitis, liver cancer, etc.)?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX040801,,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
liver_disease_specify,phenx_myocardial_infarction,,text,"Did the participant have any active liver disease (cirrhosis, hepatitis, liver cancer, etc.)? If Yes  specify.",,PX040801,,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
trauma_before_enzyme_measurement,phenx_myocardial_infarction,,radio,"Is there any mention of the participant having either trauma, a surgical procedure, or rhabdomyolysis within one week prior to the measurement of the cardiac enzymes?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Unknown",PX040801,,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
trauma_before_enzyme_measurement_date,phenx_myocardial_infarction,,text,"Is there any mention of the participant having either trauma, a surgical procedure, or rhabdomyolysis within one week prior to the measurement of the cardiac enzymes? If Yes  specify date of trauma or procedure.",,PX040801,date_mdy,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
trauma_before_enzyme_measurement_type,phenx_myocardial_infarction,,text,"Is there any mention of the participant having either trauma, a surgical procedure, or rhabdomyolysis within one week prior to the measurement of the cardiac enzymes? If Yes  specify type of trauma or procedure.",,PX040801,,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
cardio_008_image004,phenx_myocardial_infarction,,descriptive,Enzyme Chart - image,,PX040801,,,,,,,,,,
cardio_008_image006,phenx_myocardial_infarction,,descriptive,Enzyme Chart - image 2,,PX040801,,,,,,,,,,
enzyme_chart_enzyme,phenx_myocardial_infarction,,radio,Record all serum enzyme values  Serum enzyme,"UNDEFINED_CODE,Total CK|UNDEFINED_CODE_1,CK-MB|UNDEFINED_CODE_2,LDH|UNDEFINED_CODE_3,LDH-1|UNDEFINED_CODE_4,LDH-2|UNDEFINED_CODE_5,Troponin I|UNDEFINED_CODE_6,Troponin T",PX040801,,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
enzyme_chart_range,phenx_myocardial_infarction,,text,Record all serum enzyme values  Normal Range,,PX040801,number,1,3,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
enzyme_chart_value_low,phenx_myocardial_infarction,,text,Record all serum enzyme values  Lowest enzyme value,,PX040801,,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
enzyme_chart_value_high,phenx_myocardial_infarction,,text,Record all serum enzyme values  Highest enzyme value,,PX040801,,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
enzyme_chart_date,phenx_myocardial_infarction,,text,Record all serum enzyme values  Date (mm/dd/yy),,PX040801,date_mdy,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
enzyme_chart_time,phenx_myocardial_infarction,,text,Record all serum enzyme values  Time (hh:mm am/pm),,PX040801,,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
myocardial_infarction,phenx_myocardial_infarction,,radio,Myocardial infarction,"UNDEFINED_CODE,Definite|UNDEFINED_CODE_1,Probable|UNDEFINED_CODE_2,No MI",PX040801,,,,,[serum_enzyme] = 'UNDEFINED_CODE',,,,,
myocardial_infarction_date,phenx_myocardial_infarction,,text,Myocardial infarction Date,,PX040801,date_mdy,,,,[myocardial_infarction] = 'UNDEFINED_CODE' or [myocardial_infarction] = 'UNDEFINED_CODE_1',,,,,
chest_pain,phenx_myocardial_infarction,,radio,Chest Pain,"UNDEFINED_CODE,Present|UNDEFINED_CODE_1,Absent",PX040801,,,,,,,,,,
