Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
ever_have_peripheral_arterial_disease,phenx_peripheral_arterial_disease,,radio,Did a doctor ever say that you had claudication or peripheral arterial disease (poor blood flow to the legs or blocked or narrowed arteries to the legs)? Do not include varicose veins or phlebitis.,"0 , No|1 , Yes",PX040901,,,,,,,,,,
pad_angiography,phenx_peripheral_arterial_disease,,radio,For the above condition have you ever had...  Angiography (dye in the arteries of the legs)?,"0 , No|1 , Yes",PX040901,,,,,[ever_have_peripheral_arterial_disease] = '1',,,,,
pad_angioplasty,phenx_peripheral_arterial_disease,,radio,For the above condition have you ever had...  Angioplasty (balloon catheter to open blockage)?,"0 , No|1 , Yes",PX040901,,,,,[ever_have_peripheral_arterial_disease] = '1',,,,,
pad_surgery,phenx_peripheral_arterial_disease,,radio,For the above condition have you ever had...  Surgery to improve blood flow in your legs (do not include surgery for varicose veins)?,"0 , No|1 , Yes",PX040901,,,,,[ever_have_peripheral_arterial_disease] = '1',,,,,
sphygmomanometer_0,phenx_peripheral_arterial_disease,,text,"Blood pressure measurement, sphygmomanometer name and model.",,PX040901,,,,,,,,,,
cuff_size_arm,phenx_peripheral_arterial_disease,,radio,"Blood pressure measurement, cuff size for arm.","UNDEFINED_CODE,S|UNDEFINED_CODE_1,M|UNDEFINED_CODE_2,L|UNDEFINED_CODE_3,XL",PX040901,,,,,,,,,,
cuff_size_ankle,phenx_peripheral_arterial_disease,,radio,"Blood pressure measurement, cuff size for ankle.","UNDEFINED_CODE,S|UNDEFINED_CODE_1,M|UNDEFINED_CODE_2,L|UNDEFINED_CODE_3,XL",PX040901,,,,,,,,,,
sbp_q1a,phenx_peripheral_arterial_disease,,text,Arterial Blood Pressure Measurement. Measure systolic blood pressure of:  Right brachial artery (Q1a) (mm Hg).,,mm Hg | | PX040901,number,,,,,,,,,
sbp_q1b,phenx_peripheral_arterial_disease,,text,Arterial Blood Pressure Measurement. Measure systolic blood pressure of:  Right dorsalis pedis artery (Q1b),,mm Hg | | PX040901,number,,,,,,,,,
sbp_q1c,phenx_peripheral_arterial_disease,,text,Arterial Blood Pressure Measurement. Measure systolic blood pressure of:  Right posterior tibial artery (Q1c) (mm Hg).,,mm Hg | | PX040901,number,,,,,,,,,
sbp_q1d,phenx_peripheral_arterial_disease,,text,Arterial Blood Pressure Measurement. Measure systolic blood pressure of:  Left posterior tibial artery (Q1d) (mm Hg).,,mm Hg | | PX040901,number,,,,,,,,,
sbp_q1e,phenx_peripheral_arterial_disease,,text,Arterial Blood Pressure Measurement. Measure systolic blood pressure of:  Left dorsalis pedis artery (Q1e) (mm Hg).,,mm Hg | | PX040901,number,,,,,,,,,
sbp_q1f,phenx_peripheral_arterial_disease,,text,Arterial Blood Pressure Measurement. Measure systolic blood pressure of:  Left brachial artery (Q1f) (mm Hg).,,mm Hg | | PX040901,number,,,,,,,,,
right_abi,phenx_peripheral_arterial_disease,,text,Right ABI = (the higher of the right posterior tibial SBP or the right dorsalis pedis SBP) / (the higher arm SBP),,PX040901,number,,,,,,,,,
left_abi,phenx_peripheral_arterial_disease,,text,LEFT ABI = (the higher of the left posterior tibial SBP or the left dorsalis pedis SBP) / (the higher arm SBP),,PX040901,number,,,,,,,,,
