Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
smoker_type,phenx_tobacco_30day_quantity_and_frequency_adult,,radio,SMOKER TYPE,"1, Every-Day Smokers | 2, Some-Day Smokers | 3, Former Smokers",PX030802,,,,,,,,,,
everyday_smoker_quantity_1day,phenx_tobacco_30day_quantity_and_frequency_adult,,text,"Protocol A is used with adults who are Every-Day Smokers.  On the average, about how many cigarettes do you now smoke each day?",,PX030802,number,1,99,,[smoker_type] = '1',,,,,
everyday_smoker_quantity_1day_coded,phenx_tobacco_30day_quantity_and_frequency_adult,,radio,"Protocol A is used with adults who are Every-Day Smokers.  On the average, about how many cigarettes do you now smoke each day?","UNDEFINED_CODE,Don't Know / Refused",PX030802,,,,,[smoker_type] = '1',,,,,
someday_smoker_days_1month,phenx_tobacco_30day_quantity_and_frequency_adult,,text,Protocol B is used with adults who are Some-Day Smokers.  On how many of the past 30 days did you smoke cigarettes?,,PX030802,number,1,30,,[smoker_type] = '2',,,,,
someday_smoker_days_1month_coded,phenx_tobacco_30day_quantity_and_frequency_adult,,radio,Protocol B is used with adults who are Some-Day Smokers.  On how many of the past 30 days did you smoke cigarettes?,"UNDEFINED_CODE,Don't Know / Refused|UNDEFINED_CODE_1,X for ""none""",PX030802,,,,,[smoker_type] = '2',,,,,
someday_smoker_quantity_1day,phenx_tobacco_30day_quantity_and_frequency_adult,,text,"Protocol B is used with adults who are Some-Day Smokers.  On the average, on those [NUMFILL] days, how many cigarettes did you usually smoke each day?",,PX030802,number,1,99,,[smoker_type] = '2',,,,,
someday_smoker_quantity_1day_coded,phenx_tobacco_30day_quantity_and_frequency_adult,,radio,"Protocol B is used with adults who are Some-Day Smokers.  On the average, on those [NUMFILL] days, how many cigarettes did you usually smoke each day?","UNDEFINED_CODE,Don't Know / Refused",PX030802,,,,,[smoker_type] = '2',,,,,
former_smoker_smoking_6month,phenx_tobacco_30day_quantity_and_frequency_adult,,radio,Protocol C is used with adults who are Former Smokers.  Have you EVER smoked cigarettes EVERY DAY for at least 6 months?,"1 , Yes|2 , No|UNDEFINED_CODE_2,Don't Know / Refused",PX030802,,,,,[smoker_type] = '3',,,,,
former_smoker_quantity_1daya,phenx_tobacco_30day_quantity_and_frequency_adult,,text,"Protocol C is used with adults who are Former Smokers.  When you last smoked every day, on average how many cigarettes did you smoke each day?",,PX030802,number,1,99,,[smoker_type] = '3',,,,,
former_smoker_quantity_1daya_coded,phenx_tobacco_30day_quantity_and_frequency_adult,,radio,"Protocol C is used with adults who are Former Smokers.  When you last smoked every day, on average how many cigarettes did you smoke each day?","UNDEFINED_CODE,Don't Know / Refused",PX030802,,,,,[smoker_type] = '3',,,,,
former_smoker_quantity_1dayb,phenx_tobacco_30day_quantity_and_frequency_adult,,text,"Protocol C is used with adults who are Former Smokers.  When you last smoked every day, on average how many cigarettes did you smoke each day?",,PX030802,number,1,99,,[smoker_type] = '3',,,,,
former_smoker_quantity_1dayb_coded,phenx_tobacco_30day_quantity_and_frequency_adult,,radio,"Protocol C is used with adults who are Former Smokers.  When you last smoked every day, on average how many cigarettes did you smoke each day?","UNDEFINED_CODE,Don't Know / Refused",PX030802,,,,,[smoker_type] = '3',,,,,
