Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
core_interview_230103,phenx_eating_disorders_examination_bariatric_surgery_intervi,,descriptive,"THE CORE INTERVIEW SCHEDULE [Having oriented the subject to the specific time period being assessed, it is best to open the interview by asking a number of introductory questions designed to obtain a general picture of the subject's eating habits. Suitable questions are suggested below.] To begin with I would like to get a general picture of your eating habits over the last four weeks.",,PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_introduction_eatingpattern,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,What has been your usual eating pattern?,,PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_introduction_dailypattern,phenx_eating_disorders_examination_bariatric_surgery_intervi,,radio,Have your eating habits varied much from day to day?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_introduction_weekvsweekend,phenx_eating_disorders_examination_bariatric_surgery_intervi,,radio,Have weekdays differed from weekends?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX230103,,,,,,,,,,
def_wkd_230103,phenx_eating_disorders_examination_bariatric_surgery_intervi,,descriptive,"[The definition (and number) of weekdays and weekend days that best fits the patient's lifestyle needs to be established at this point (e.g., check if the subject's days off work regularly fall on weekdays).]",,PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_introduction_fasting,phenx_eating_disorders_examination_bariatric_surgery_intervi,,radio,Have there been any days when you haven't eaten anything?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_introduction_history,phenx_eating_disorders_examination_bariatric_surgery_intervi,,radio,What about the previous two months (specify months) ........  Were your eating habits much the same or were they different?,"UNDEFINED_CODE,Same|UNDEFINED_CODE_1,Different",PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_introduction_morehistory,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,How about the three months prior to that ................ that is between (specify month) and (specify month)?  What were you eating habits like then?,,PX230103,,,,,,,,,,
post_surgery_230103,phenx_eating_disorders_examination_bariatric_surgery_intervi,,descriptive,POST SURGERY ONLY PLUGGING,,PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_history,phenx_eating_disorders_examination_bariatric_surgery_intervi,,radio,"Over the past four weeks have you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_days_month,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of days in 1 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,days | | PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_episodes_month,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of episodes in 1 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_days_monthtwo,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of days in 2 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,days | | PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_episodes_monthtwo,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of episodes in 2 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_days_monththree,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of days in 3 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,days | | PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_episodes_monththree,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of episodes in 3 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_days_monthfour,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of days in 4 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,days | | PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_episodes_monthfour,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of episodes in 4 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_days_monthfive,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of days in 5 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,days | | PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_episodes_monthfive,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of episodes in 5 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_days_monthsix,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of days in 6 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,days | | PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_episodes_monthsix,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"What is the number of episodes in 6 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",,PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_food,phenx_eating_disorders_examination_bariatric_surgery_intervi,,checkbox,Which foods cause plugging? (select all that apply),"1, meat | 2, bread | 3, pasta | 4, raw vegetables | 5, other - describe below",PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_food_other,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,Which foods cause plugging? Other,,PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_plugging,phenx_eating_disorders_examination_bariatric_surgery_intervi,,checkbox,What situations are associated with plugging? (select all that apply),"1, Eating too rapidly | 2, Not chewing thoroughly | 3, Being rushed | 4, Under Stress | 5, Other - describe below",PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_plugging_other,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,What situations are associated with plugging? Other,,PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging,phenx_eating_disorders_examination_bariatric_surgery_intervi,,radio,"Does plugging come as a surprise to you, that is, happen unexpectedly?","0 , never|1 , sometimes|2 , always",PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_reaction,phenx_eating_disorders_examination_bariatric_surgery_intervi,,radio,How do you react?,"1, Waiting until gone | 2, Spontaneous vomiting | 3, Self induced vomiting | 4, Visit Emergency room | 5, Other - describe below",PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_plugging_reaction_other,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,How do you react? Other,,PX230103,,,,,,,,,,
dumping_230101,phenx_eating_disorders_examination_bariatric_surgery_intervi,,descriptive,DUMPING,,PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_dumping_history,phenx_eating_disorders_examination_bariatric_surgery_intervi,,radio,Over the past four weeks have you had problems with dumping during or up to 3 hours after food intake?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_dumping_sigstad,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,"If yes, if Sigstad clinical diagnostic index total score is greater than or equal to 5, what is the total index score?",,PX230103,,,,,,,,,,
psychopathologyeatingdisordersbariatric_dumping_days_prior1month,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,What is the number of days in 1 month prior that you had problems with dumping during or up to 3 hours after food intake?,,days | | PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_dumping_episodes_prior1month,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,What is the number of episodes in 1 month prior that you had problems with dumping during or up to 3 hours after food intake?,,PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_dumping_days_prior2month,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,What is the number of days in 2 month prior that you had problems with dumping during or up to 3 hours after food intake?,,days | | PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_dumping_episodes_prior2month,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,What is the number of episodes in 2 month prior that you had problems with dumping during or up to 3 hours after food intake?,,PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_dumping_days_prior3month,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,What is the number of days in 3 month prior that you had problems with dumping during or up to 3 hours after food intake?,,days | | PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_dumping_episodes_prior3month,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,What is the number of episodes in 3 month prior that you had problems with dumping during or up to 3 hours after food intake?,,PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_dumping_days_prior4month,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,What is the number of days in 4 month prior that you had problems with dumping during or up to 3 hours after food intake?,,days | | PX230103,number,,,,,,,,,
psychopathologyeatingdisordersbariatric_dumping_episodes_prior4month,phenx_eating_disorders_examination_bariatric_surgery_intervi,,text,What is the number of episodes in 4 month prior that you had problems with dumping during or up to 3 hours after food intake?,,PX230103,number,,,,,,,,,
