Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
percent_unionized_non_agricultural_labor_force_record_id,phenx_percent_unionized_non_agricultural_labor_force,,text,Record ID,,PX290601,,,,,,,,,,
selected_characteristics_all_total_employed,phenx_percent_unionized_non_agricultural_labor_force,"<p>Percent Unionized for Non-Agricultural Labor Force</p><p>Access to historical data of union membership or jobs covered by a union can be found at the Bureau of Labor Statistics website (<a href=""http://www.bls.gov/cps/cpslutabs.htm"" target=""_blank"">https://www.bls.gov/cps/cpslutabs.htm</a>). Union affiliation can be accessed from three tables.</p>",text,Labor force statistics for selected characteristics for all ages. Total number employed.,,PX290601,integer,,,,,,,,,
selected_characteristics_all_members_unions_total,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for selected characteristics for all ages. Total number of employees that are members of a union. ,,PX290601,integer,,,,,,,,,
selected_characteristics_all_members_unions_percent_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for selected characteristics for all ages. Percent of employees that are members of a union. ,,PX290601,number,,,,,,,,,
selected_characteristics_all_represented_unions_total,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for selected characteristics for all ages. Total number of employees represented by unions.,,PX290601,integer,,,,,,,,,
selected_characteristics_all_represented_unions_percent_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for selected characteristics for all ages. Percent of employees represented by unions.,,PX290601,number,,,,,,,,,
selected_characteristics_total_16_years_over_total_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 16 years and over age group. Total number employed.,,PX290601,integer,,,,,,,,,
selected_characteristics_total_16_years_over_members_unions_total,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 16 years and over age group. Total number of employees that are members of a union. ,,PX290601,integer,,,,,,,,,
selected_characteristics_total_16_years_over_members_unions_percent_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 16 years and over age group. Percent of employees that are members of a union. ,,PX290601,number,,,,,,,,,
selected_characteristics_total_16_years_over_represented_unions_total,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 16 years and over age group. Total number of employees represented by unions.,,PX290601,integer,,,,,,,,,
selected_characteristics_total_16_years_over_represented_unions_percent_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 16 years and over age group. Percent of employees represented by unions.,,PX290601,number,,,,,,,,,
selected_characteristics_total_6_24_total_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 16 to 24 years age group. Total number employed.,,PX290601,integer,,,,,,,,,
selected_characteristics_total_6_24_members_unions_total,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 16 to 24 years age group. Total number of employees that are members of a union. ,,PX290601,integer,,,,,,,,,
selected_characteristics_total_6_24_members_unions_percent_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 16 to 24 years age group. Percent of employees that are members of a union. ,,PX290601,number,,,,,,,,,
selected_characteristics_total_6_24_represented_unions_total,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 16 to 24 years age group. Total number of employees represented by unions.,,PX290601,integer,,,,,,,,,
selected_characteristics_total_6_24_represented_unions_percent_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 16 to 24 years age group. Percent of employees represented by unions.,,PX290601,number,,,,,,,,,
selected_characteristics_total_25_over_total_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 25 years and over age group. Total number employed.,,PX290601,integer,,,,,,,,,
selected_characteristics_total_25_over_members_unions_total,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 25 years and over age group. Total number of employees that are members of a union. ,,PX290601,integer,,,,,,,,,
selected_characteristics_total_25_over_members_unions_percent_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 25 years and over age group. Percent of employees that are members of a union. ,,PX290601,number,,,,,,,,,
selected_characteristics_total_25_over_represented_unions_total,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 25 years and over age group. Total number of employees represented by unions.,,PX290601,integer,,,,,,,,,
selected_characteristics_total_25_over_represented_unions_percent_employed,phenx_percent_unionized_non_agricultural_labor_force,,text,Labor force statistics for the 25 years and over age group. Percent of employees represented by unions.,,PX290601,number,,,,,,,,,
