Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
totalweight_duringgestation_initialexamination_date,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the date of initial examination?,,PX021303,date_mdy,,,,,,,,,
totalweight_duringgestation_initialexamination_gestational_age,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's gestational age at initial examination?,,weeks | | PX021303,number,,,,,,,,,
totalweight_duringgestation_initialexamination_weight,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's pre-pregnancy weight to the nearest 100g?,,kilograms | | PX021303,,,,,,,,,,
totalweight_duringgestation_initialexamination_height,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's height?,,centimeters | | PX021303,,,,,,,,,,
totalweight_duringgestation_date_visit_1,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is today's date of examination?,,PX021303,date_mdy,,,,,,,,,
totalweight_duringgestation_gestationalage_visit_1,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current gestational age?,,weeks | | PX021303,number,,,,,,,,,
totalweight_duringgestation_weight_visit_1,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current weight to the nearest 100g?,,kilograms | | PX021303,,,,,,,,,,
totalweight_duringgestation_height_visit_1,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current height?,,centimeters | | PX021303,,,,,,,,,,
totalweight_duringgestation_date_visit_2,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is today's date of examination?,,PX021303,date_mdy,,,,,,,,,
totalweight_duringgestation_gestationalage_visit_2,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current gestational age?,,weeks | | PX021303,number,,,,,,,,,
totalweight_duringgestation_weight_visit_2,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current weight to the nearest 100g?,,kilograms | | PX021303,,,,,,,,,,
totalweight_duringgestation_height_visit_2,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current height?,,centimeters | | PX021303,,,,,,,,,,
totalweight_duringgestation_date_visit_3,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is today's date of examination?,,PX021303,date_mdy,,,,,,,,,
totalweight_duringgestation_gestationalage_visit_3,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current gestational age?,,weeks | | PX021303,number,,,,,,,,,
totalweight_duringgestation_weight_visit_3,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current weight to the nearest 100g?,,kilograms | | PX021303,,,,,,,,,,
totalweight_duringgestation_height_visit_3,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current height?,,centimeters | | PX021303,,,,,,,,,,
totalweight_duringgestation_date_visit_4,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is today's date of examination?,,PX021303,date_mdy,,,,,,,,,
totalweight_duringgestation_gestationalage_visit_4,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current gestational age?,,weeks | | PX021303,number,,,,,,,,,
totalweight_duringgestation_weight_visit_4,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current weight to the nearest 100g?,,kilograms | | PX021303,,,,,,,,,,
totalweight_duringgestation_height_visit_4,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is the patient's current height?,,centimeters | | PX021303,,,,,,,,,,
totalweight_duringgestation_date_visit_5,phenx_total_pregnancy_weight_gain_weight_measured_during_ges,,text,What is today's date of examination?,,PX021303,date_mdy,,,,,,,,,
