Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
community_record_id,phenx_educational_attainment_community,,text,Record ID,,PX290301,,,,,,,,,,
instruction,phenx_educational_attainment_community,,descriptive,"<p>The ACS data used in this protocol can be accessed by using Excel to read the ACS Summary Files or by downloading the data using the &ldquo;View Tables&rdquo; display at the U.S. Census Bureau&rsquo;s Data.census.gov platform at <a>http://data.census.gov</a>.</p> <p>Using Excel to Access Summary Files:</p> <p><a href=""http://www2.census.gov/programs-surveys/acs/summary_file/2017/documentation/tech_docs/ACS_SF_Excel_Import_Tool.pdf?#"" target=""_blank"">https://www2.census.gov/programs-surveys/acs/summary_file/2017/documentation/tech_docs/ACS_SF_Excel_Import_Tool.pdf?#</a></p> <p>Using the Download Center:</p> <p><a href=""http://www2.census.gov/programs-surveys/acs/summary_file/2017/documentation/tech_docs/How_to_Access_ACS_Estimates_AFF.pdf?#"" target=""_blank"">https://www2.census.gov/programs-surveys/acs/summary_file/2017/documentation/tech_docs/How_to_Access_ACS_Estimates_AFF.pdf?#</a></p> <p>The technical documentation for the American Community Survey (ACS) summary files is available online at <a href=""http://www.census.gov/programs-surveys/acs/technical-documentation/summary-file-documentation.html"" target=""_blank"">https://www.census.gov/programs-surveys/acs/technical-documentation/summary-file-documentation.html</a>. Select the &ldquo;Summary File Documentation&rdquo; link, and then select the data set of interest. Users not familiar with U.S. Census data should consult the technical materials.</p> <p>If the user is interested in additional variables beyond those included in the academic attainment/achievement protocol, they should be aware that not all ACS estimates are available for all geographies. These missing estimates are due to data suppression techniques by which the U.S. Census Bureau limits disclosure of individual data and does not release estimates with poor statistical reliability. Additional information about data suppression and the specific estimates it impacts can be found at <a href=""http://www.census.gov/programs-surveys/acs/technical-documentation/data-suppression.html"" target=""_blank"">http://www.census.gov/programs-surveys/acs/technical-documentation/data-suppression.html</a>.</p> <p>The race/ethnic data are available for all small census geographies&mdash;including census block, census block group, and census tract&mdash;and can be easily extracted for almost any geographic level.</p> <p> </p>",,PX290301,,,,,,,,,,
population_18_24_total_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Total - Estimate,,PX290301,integer,,,,,,,,,
population_18_24_total_margin_error_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Total - Margin of error for estimate,,PX290301,integer,,,,,,,,,
population_18_24_male_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Male - Estimate,,PX290301,integer,,,,,,,,,
population_18_24_males_margin_error_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Males - Margin of error for estimate,,PX290301,integer,,,,,,,,,
population_18_24_females_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Females - Estimate,,PX290301,integer,,,,,,,,,
population_18_24_females_margin_error_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Females - Margin of error for estimate,,PX290301,integer,,,,,,,,,
population_18_24_less_high_school_grad_total_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Less than high school graduate - Total - Estimate,,PX290301,integer,,,,,,,,,
population_18_24_less_high_school_grad_total_margin_error_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Less than high school graduate - Total - Margin of error for estimate,,PX290301,integer,,,,,,,,,
population_18_24_less_high_school_grad_percent_total_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Less than high school graduate - Percent Total - Estimate,,PX290301,number,,,,,,,,,
population_18_24_less_high_school_grad_percent_total_margin_error_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Less than high school graduate - Percent Total - Margin of error for estimate,,PX290301,number,,,,,,,,,
population_18_24_less_high_school_grad_male_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Less than high school graduate - Male - Estimate,,PX290301,integer,,,,,,,,,
population_18_24_less_high_school_grad_males_margin_error_estimate,phenx_educational_attainment_community,,text,Educational attainment for Population 18 to 24 years - Less than high school graduate - Males - Margin of error for estimate,,PX290301,integer,,,,,,,,,
