Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
pregnancy_difficulties_health_problems,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about the effect of ongoing health problems such as high blood pressure of diabetes on your pregnancy?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_feeling_tired,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about feeling tired and having low energy during your pregnancy?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_medical_bills,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about paying for your medical care during pregnancy?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_body_shape_weight,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about changes in your weight and body shape during pregnancy?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_unhealthy_baby,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about whether you might have an unhealthy baby?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_vomiting,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about physical symptoms of pregnancy such as vomiting?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_swollen_feet,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about physical symptoms of pregnancy such as swollen feet?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_backaches,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about physical symptoms of pregnancy such as backaches?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_quality_medical_care,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about the quality of your medical care during pregnancy?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_family_issues,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about working or caring for your family during pregnancy?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_alcohol_cigarettes_drugs,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about whether the baby might be affected by alcohol, cigarettes, or drugs that you have taken?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_other_things,phenx_difficulties_in_pregnancy,,radio,"Are you feeling bothered, upset or worried at this point in your pregnancy about other thanks that have to do with your pregnancy, the birth, or the baby?","01,Not at all|02,Somewhat|03,Very much",PX240701,,,,,,,,,,
pregnancy_difficulties_describe,phenx_difficulties_in_pregnancy,,text,"If you answered ""somewhat"" or ""very much"" to ""other things"" [(1) above], will you please list what those things are?",,PX240701,,,,,,,,,,
