Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
access_health_services_record_id,phenx_access_health_services,,text,Record ID,,PX270101,,,,,,,,,,
access_health_services_last_seen_doctor,phenx_access_health_services,,radio,About how long has it been since you last saw a doctor or other health care professional about your health?,"0, Never | 1, Within the past year (anytime less than 12 months ago) | 2, Within the last 2 years (1 year but less than 2 years ago) | 3, Within the last 3 years (2 years but less than 3 years ago) | 4, Within the last 5 years (3 years but less than 5 years ago) | 5, Within the last 10 years (5 years but less than 10 years ago) | 6, 10 years ago or more | 7, Refused | 9, Don't know",PX270101,,,,,,,,,,
access_health_services_purpose_visit,phenx_access_health_services,,radio,"Was this a wellness visit, physical, or general purpose check-up?","1, Yes |2, No |7, Don't know |9, Refused",PX270101,,,,,[access_health_services_last_seen_doctor]='1' OR [access_health_services_last_seen_doctor]='2' OR [access_health_services_last_seen_doctor]='3' OR [access_health_services_last_seen_doctor]='4' OR [access_health_services_last_seen_doctor]='5' OR [access_health_services_last_seen_doctor]='6',,,,,
access_health_services_how_long_since_wellness_visit,phenx_access_health_services,,radio,"About how long has it been since you last saw a doctor or other health professional for a wellness visit, physical, or general purpose check-up?","0, Never | 1, Within the past year (anytime less than 12 months ago) | 2, Within the last 2 years (1 year but less than 2 years ago) | 3, Within the last 3 years (2 years but less than 3 years ago) | 4, Within the last 5 years (3 years but less than 5 years ago) | 5, Within the last 10 years (5 years but less than 10 years ago) | 6, 10 years ago or more | 7, Refused | 9, Don't know",PX270101,,,,,[access_health_services_purpose_visit]='2' OR [access_health_services_purpose_visit]='7' OR [access_health_services_purpose_visit]='9',,,,,
access_health_services_usual_place_health_care,phenx_access_health_services,,radio,Is there a place that you USUALLY go to if you are sick and need health care?,"1, Yes | 2, There is NO place | 3, There is MORE THAN ONE place | 7, Refused | 9, Don't know",PX270101,,,,,[access_health_services_purpose_visit]='1' OR [access_health_services_last_seen_doctor]='0' OR [access_health_services_last_seen_doctor]='7' OR [access_health_services_last_seen_doctor]='9',,,,,
access_health_services_health_care_most_often,phenx_access_health_services,,radio,"What kind of place is it/do you go to most often - a doctor's office or health center; an urgent care center, a clinic in a drug store or grocery store; a hospital emergency room; a VA Medical Center or VA outpatient clinic; or some other place? Read if necessary: A doctor's office or health center is a place where you see the same doctor or the same group of doctors every visit, where you usually need to make an appointment ahead of time, and where your medical records are on file.Read if necessary: Urgent care centers and clinics in a drug store or grocery store are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.","1, A doctor's office or health center | 2, Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store | 3, Emergency room | 4, A VA Medical Center or VA outpatient clinic | 5, Some other place | 6, Does not go to one place most often | 7, Refused | 9, Don't know",PX270101,,,,,[access_health_services_usual_place_health_care]='1' OR [access_health_services_usual_place_health_care]='3' OR [access_health_services_usual_place_health_care]='7' OR [access_health_services_usual_place_health_care]='9',,,,,
access_health_services_past_12_months_urgent_care,phenx_access_health_services,,text,"During the past 12 months, how many times have you gone to an urgent care center or a clinic in a drug store or grocery store about your health?    Read if necessary: Urgent care centers and clinics in drug stores or grocery stores are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.    Read if necessary: This is different from a hospital emergency room. Enter 96 if number of times is 96 or more.",,PX270101,integer,0,96,,[access_health_services_usual_place_health_care]='2',,,,,
access_health_services_past_12_months_urgent_care_encoded,phenx_access_health_services,,radio,,"97, Refused | 99, Don't know",PX270101,,,,,[access_health_services_usual_place_health_care]='2',,,,,
access_health_services_past_12_months_emergency_room,phenx_access_health_services,,text,"During the past 12 months, how many times have you gone to a hospital emergency room about your health? Read if necessary: This includes emergency room visits that resulted in a hospital admission. Enter 96 if number of times is 96 or more.",,PX270101,integer,0,96,,([access_health_services_past_12_months_urgent_care]>=0 AND [access_health_services_past_12_months_urgent_care]<=39) OR [access_health_services_past_12_months_urgent_care_encoded]='99',,,,,
access_health_services_past_12_months_emergency_room_encoded,phenx_access_health_services,,radio,,"97, Refused | 99, Don't know",PX270101,,,,,([access_health_services_past_12_months_urgent_care]>=0 AND [access_health_services_past_12_months_urgent_care]<=39) OR [access_health_services_past_12_months_urgent_care_encoded]='99',,,,,
access_health_services_past_12_months_hospitalized__overnight,phenx_access_health_services,,radio,"During the past 12 months, have you been hospitalized overnight? (If Question 7 is 1-96 or ""Refused"" or ""Don't know"", Fill: \Do not include an overnight stay in the emergency room.\)","1, Yes |2, No |7, Refused |9, Don't know",PX270101,,,,,([access_health_services_past_12_months_emergency_room]>=0 AND [access_health_services_past_12_months_emergency_room]<=39) OR [access_health_services_past_12_months_emergency_room_encoded]='97' OR [access_health_services_past_12_months_emergency_room_encoded]='99',,,,,
access_health_services_delayed_medical_care,phenx_access_health_services,,radio,"During the past 12 months, have you DELAYED getting medical care because of the cost?","1, Yes |2, No |7, Refused |9, Don't know",PX270101,,,,,,,,,,
access_health_services_cost,phenx_access_health_services,,radio,"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?","1, Yes |2, No |7, Refused |9, Don't know",PX270101,,,,,,,,,,
