Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
child_lifetime_household_composition_adults_over_18,phenx_childs_lifetime_household_composition,,text,How many people live in your household nowadays (including yourself and anyone who is away at school or as part of their work)? Adults (over 18 years),,PX300401,number,,,,,,,,,
child_lifetime_household_composition_young_adults,phenx_childs_lifetime_household_composition,,text,How many people live in your household nowadays (including yourself and anyone who is away at school or as part of their work)? Young adults (16-18 years),,PX300401,number,,,,,,,,,
child_lifetime_household_composition_children,phenx_childs_lifetime_household_composition,,text,How many people live in your household nowadays (including yourself and anyone who is away at school or as part of their work)? Children (less than 16 years),,PX300401,number,,,,,,,,,
child_lifetime_household_composition_adults_over_18_yourself,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include yourself?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18]>0 or [child_lifetime_household_composition_young_adults]>0,,,,,
child_lifetime_household_composition_adults_over_18_partner,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include your partner?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18]>0 or [child_lifetime_household_composition_young_adults]>0,,,,,
child_lifetime_household_composition_adults_over_18_parents,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include your parent(s)?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18]>0 or [child_lifetime_household_composition_young_adults]>0,,,,,
child_lifetime_household_composition_adults_over_18_partner_parents,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include your partner's parent(s)?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18]>0 or [child_lifetime_household_composition_young_adults]>0,,,,,
child_lifetime_household_composition_adults_your_children_over_18,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include your children (aged over 18)?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18]>0 or [child_lifetime_household_composition_young_adults]>0,,,,,
child_lifetime_household_composition_adults_partner_children_over_18,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include children of your partner (aged over 18)?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18]>0 or [child_lifetime_household_composition_young_adults]>0,,,,,
child_lifetime_household_composition_adults_over_18_your_other_relations,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include other relation(s) of yourself?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18]>0 or [child_lifetime_household_composition_young_adults]>0,,,,,
child_lifetime_household_composition_adults_over_18_partner_other_relations,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include other relation(s) of your partner?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18]>0 or [child_lifetime_household_composition_young_adults]>0,,,,,
child_lifetime_household_composition_adults_over_18_friend,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include friend(s)?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18]>0 or [child_lifetime_household_composition_young_adults]>0,,,,,
child_lifetime_household_composition_adults_over_18_lodger,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include lodger?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18]>0 or [child_lifetime_household_composition_young_adults]>0,,,,,
child_lifetime_household_composition_adults_over_18_other,phenx_childs_lifetime_household_composition,,radio,Do the adults over 18 include other (please tick & describe)?,"1 , Yes|2 , No",PX300401,,,,,[child_lifetime_household_composition_adults_over_18_lodger]='1',,,,,
child_lifetime_household_composition_adults_over_18_other_specify,phenx_childs_lifetime_household_composition,,text,Do the adults over 18 include other (please tick & describe)?,,PX300401,,,,,,,,,,
child_lifetime_household_composition_present_marital_status,phenx_childs_lifetime_household_composition,,radio,What is your present marital status?,"1 , never married|2 , widowed|3 , divorced|4 , separated|5 , married (once only)|6 , married for second time|7 , married for third time",PX300401,,,,,,,,,,
